pool,validator,attacker_count,total_profit,net_profit,fat_sandwiches
BisonFi,CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB,2,2.43,2.1870000000000003,481
BisonFi,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,17,1.22,1.0979999999999999,252
BisonFi,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,2,1.09,0.9810000000000001,218
BisonFi,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,5,1.03,0.927,206
BisonFi,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,6,0.7200000000000001,0.648,148
BisonFi,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,9,0.64,0.576,135
BisonFi,ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY,3,0.63,0.567,127
BisonFi,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,4,0.62,0.5579999999999999,125
BisonFi,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,3,0.5,0.45,100
BisonFi,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,3,0.43,0.387,88
BisonFi,Bs19Z9SokV1s46jutN9tqqaCgYf1GsVyyytVfkzwn9qK,1,0.36,0.3239999999999999,73
BisonFi,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,2,0.27,0.243,56
BisonFi,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,7,0.24,0.216,53
BisonFi,9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,2,0.22000000000000003,0.198,46
BisonFi,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,1,0.21,0.189,40
BisonFi,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,5,0.2,0.18,43
BisonFi,2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,2,0.18000000000000002,0.162,32
BisonFi,ArMBx6veRq33ffEP9sxHafiPRgrtzww4XvbwZbSMfXiM,2,0.13999999999999999,0.126,28
BisonFi,CPcDFHCAKkr5Kp9T5aQWJhXV5J6iFj141NMQ87L6poPL,1,0.12,0.108,24
BisonFi,8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,1,0.11,0.099,20
BisonFi,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,4,0.1,0.09,21
BisonFi,CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,3,0.1,0.09,22
BisonFi,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,6,0.07,0.063,19
BisonFi,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,5,0.06,0.05399999999999999,17
BisonFi,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,2,0.06,0.05399999999999999,13
BisonFi,Sh1ro1CaaVjNuihgNK6kay7jwcWzSqD2fdix6RNPaSh,1,0.05,0.045,10
BisonFi,bxrAptB5ZpZBhoLedJpoGWY5hBjjt3zvVBr2323Rrq6,2,0.05,0.045,12
BisonFi,5TGfVQV1S3wHE9hkgGaQkRoPC7xZxiqwMcjQZxVYsf1j,2,0.04,0.036,6
BisonFi,6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,2,0.04,0.036,9
BisonFi,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,2,0.04,0.036,9
BisonFi,fishfishrD9BwrQQiAcG6YeYZVUYVJf3tb9QGQPMJqF,1,0.04,0.036,9
BisonFi,parafiUS6h6oLhCFwhjvEmQJKw8pF1iXsxMJdTq46dS,1,0.04,0.036,8
BisonFi,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,3,0.03,0.027,9
BisonFi,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,1,0.03,0.027,7
BisonFi,Diman2GphWLwECE3swjrAEAJniezpYLxK1edUydiDZau,1,0.03,0.027,7
BisonFi,FSVdqBzx5D4UsqBLnvmH5dFx2dCm1pTPAbQWJ1PYzTJ2,1,0.03,0.027,6
BisonFi,KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo,1,0.03,0.027,6
BisonFi,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,2,0.03,0.026999999999999996,8
BisonFi,2Wf9V9rPeVRUTfmWdPedCJuWVr6MFfyLuigEq42DuMDc,1,0.02,0.018,5
BisonFi,5fSQdv4zsAJNx6RKpGho6sL6rY6a8nziaqcmwaRJB9NE,1,0.02,0.018,5
BisonFi,CEL22Qx7p85qY6gmhCZaYJrrnynJitkVRMQo6qZdT8Ns,1,0.02,0.018,4
BisonFi,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,3,0.02,0.018,5
BisonFi,DZVqmD4QqSWM2gUyEXdQhvt4u3NZtCRxdsn2n2nNiBRL,1,0.02,0.018,3
BisonFi,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,1,0.02,0.018,4
BisonFi,G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,1,0.02,0.018,5
BisonFi,3DaPk6TdeGnEBwTR8fEyZSLkdayk6vZXrqGZhAgYK8BV,1,0.01,0.009,2
BisonFi,4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,1,0.01,0.009,3
BisonFi,BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb,1,0.01,0.009,3
BisonFi,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,1,0.01,0.009,2
BisonFi,CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,1,0.01,0.009,3
BisonFi,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,1,0.01,0.009,2
BisonFi,HnfPZDrbJFooiP9vvgWrjx3baXVNAZCgisT58gyMCgML,1,0.01,0.009,2
BisonFi,MagiCBYNPD9iTBXqiFybAFCREQzG6MSM4LmFLXQZxuV,1,0.01,0.009,3
BisonFi,SANDCxXBbQhvbUqNtiLqKdFEY1uQhVo1UgUACaS4mXU,1,0.01,0.009,2
BisonFi,SSmBEooM7RkmyuXxuKgAhTvhQZ36Z3G2WsmLGJKoQLY,1,0.01,0.009,3
BisonFi,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,1,0.01,0.009,2
BisonFi,2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,1,0.0,0.0,1
BisonFi,3V2xaccDpFib4DbTksdiveNDmiwpXBqSWyjSof3w1Bg7,1,0.0,0.0,1
BisonFi,4vdWYn2KbmQ3Dns5wVBfz4CFQDds4b7CpsC8MHBhHAib,4,0.0,0.0,4
BisonFi,57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,1,0.0,0.0,1
BisonFi,58KprHKFNHgH1Cvo4QwxWkDeJNaSQVteCoAAFUWjtESn,1,0.0,0.0,1
BisonFi,6M53yM6dsE6hiaHgxWvYa4fsfzQTGyAZn7rM6JrzbqJV,1,0.0,0.0,1
BisonFi,6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8,1,0.0,0.0,1
BisonFi,7GkMBmtrTZz8QbjSe1sXvAUtz7Pp42SQxfT5ymmJD4We,3,0.0,0.0,3
BisonFi,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,1,0.0,0.0,1
BisonFi,84gC25fbFKYueR9WEfreUysk1n3ZFxLFDDjbyqeqGpoW,1,0.0,0.0,1
BisonFi,8uPW9msN75rfaKiwy8y8NxEX5zSk2WejtVv5YhZr3jCo,1,0.0,0.0,1
BisonFi,9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,1,0.0,0.0,1
BisonFi,9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,1,0.0,0.0,1
BisonFi,AmjX7CerZbHrU814UeBp2gJC7gANNG3KrP4c3RyD7TSD,1,0.0,0.0,1
BisonFi,BLUEHGDihXD9CqqC5XFSQzDC3aS5jASohb2BAsXaJokR,1,0.0,0.0,1
BisonFi,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,1,0.0,0.0,1
BisonFi,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,2,0.0,0.0,2
BisonFi,CLsFr1KZVbAyz16iFpwg2e4hiekR1unpwyxfNdjBMaoE,1,0.0,0.0,1
BisonFi,CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,1,0.0,0.0,1
BisonFi,ETuPS3kRfLufz5VSYN2ZrePoEVSZSpgVPKz3MUZpYe3x,2,0.0,0.0,2
BisonFi,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,1,0.0,0.0,1
BisonFi,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,1,0.0,0.0,1
BisonFi,FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,1,0.0,0.0,1
BisonFi,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,1,0.0,0.0,1
BisonFi,FUNDTXgtnkfuhK6G6JUi5CzxPWeZNF9n96vFuBNGFy1v,1,0.0,0.0,1
BisonFi,FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9,1,0.0,0.0,1
BisonFi,G2TBEh2ahNGS9tGnuBNyDduNjyfUtGhMcssgRb8b6KfH,1,0.0,0.0,1
BisonFi,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,1,0.0,0.0,1
BisonFi,GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,1,0.0,0.0,1
BisonFi,HaLanfo94ezLc3JZ55qqxr7W3qbe1PprJyv2uEtriEqN,1,0.0,0.0,1
BisonFi,Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,1,0.0,0.0,1
BisonFi,SLAY6uN1zZpXBTfbuDDCesNmM5D288xrz8uYvfS3n41,1,0.0,0.0,1
BisonFi,U82KEYMnuCiZSQbvuCJTZ652HX9NQ63uNSnxyucshrk,1,0.0,0.0,1
BisonFi,VQwCCSfW3o5NDx7n5FBr9SoYiLXVgetstHvaWBvv2YH,1,0.0,0.0,1
BisonFi,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,2,0.0,0.0,2
BisonFi,yJeahQNRHNWtL9Z1SqPX3SBwTYXr5ECMYYVK4uYVwxt,1,0.0,0.0,1
GoonFi,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,6,1.06,0.9540000000000001,215
GoonFi,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,9,0.9299999999999999,0.837,190
GoonFi,GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,5,0.78,0.702,157
GoonFi,EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,1,0.72,0.6479999999999999,125
GoonFi,4SgoyAwN26iu9Gpf12Bk1rnzp4G4yDUM3XVv4w7VQcAf,1,0.48,0.432,87
GoonFi,2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,1,0.36,0.3239999999999999,68
GoonFi,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,6,0.31,0.27899999999999997,64
GoonFi,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,7,0.25,0.22499999999999998,54
GoonFi,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,2,0.25,0.2249999999999999,46
GoonFi,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,4,0.24000000000000002,0.216,49
GoonFi,43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,1,0.23,0.207,45
GoonFi,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,8,0.22,0.198,50
GoonFi,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,6,0.19,0.17099999999999999,44
GoonFi,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,10,0.19,0.17099999999999999,47
GoonFi,2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,5,0.17,0.153,37
GoonFi,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,3,0.17,0.153,35
GoonFi,FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9,1,0.16,0.144,33
GoonFi,FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,1,0.15,0.135,28
GoonFi,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,3,0.15,0.135,30
GoonFi,BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,4,0.14,0.126,31
GoonFi,2Le6TjeEescF87qDA8Ftdz6U8Kq6SNVwoLJLhzBCHUr5,1,0.13,0.117,27
GoonFi,GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,4,0.13,0.11699999999999999,28
GoonFi,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,1,0.1,0.09,18
GoonFi,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,6,0.1,0.09,26
GoonFi,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,1,0.09,0.0809999999999999,19
GoonFi,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,3,0.07,0.063,16
GoonFi,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,4,0.07,0.063,17
GoonFi,grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa,1,0.07,0.063,15
GoonFi,76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ,2,0.06,0.054,14
GoonFi,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,6,0.06,0.054,17
GoonFi,7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,2,0.05,0.045,11
GoonFi,DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,3,0.05,0.045,13
GoonFi,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,2,0.05,0.045,10
GoonFi,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,6,0.05,0.045,14
GoonFi,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,8,0.05,0.045,16
GoonFi,SWiz7QwnYPm61pWWUUkMhj4r5pZLP1SvYibdHcB2cov,1,0.05,0.045,11
GoonFi,3SkE34PVeGck2ArEffFKjihrQgURsvnoTAhitsNXNzXd,3,0.04,0.036,11
GoonFi,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,5,0.04,0.036,12
GoonFi,vvvvbtDs9HsdsE6NskZMnb1RA6muoud1ChQuiF9QhSM,1,0.04,0.036,7
GoonFi,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,3,0.034,0.03,8
GoonFi,8hAYbagNt7CMBooFfqVJhBgLqLffpjXTWJMk8yybjJsN,1,0.03,0.027,6
GoonFi,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,3,0.03,0.026999999999999996,8
GoonFi,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,4,0.024,0.020999999999999998,7
GoonFi,4W3jdXyqhLCjzA3Liu8ZNjViwrc6N9YjSB7obbxfjcKE,1,0.02,0.018,5
GoonFi,7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,2,0.02,0.018,4
GoonFi,BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,2,0.02,0.018,6
GoonFi,HaLanfo94ezLc3JZ55qqxr7W3qbe1PprJyv2uEtriEqN,1,0.02,0.018,5
GoonFi,anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd,1,0.02,0.018,4
GoonFi,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,4,0.01,0.009,5
GoonFi,CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,1,0.01,0.009,2
GoonFi,CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,1,0.01,0.009,2
GoonFi,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,1,0.01,0.009,2
GoonFi,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,2,0.01,0.009,3
GoonFi,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,2,0.01,0.009,4
GoonFi,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,4,0.01,0.009,5
GoonFi,Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,1,0.01,0.009,1
GoonFi,PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,2,0.01,0.009,3
GoonFi,uEhHSnCXvWgtgvVaYscPHjG13G3peMmngQQ2ghC54i3,1,0.01,0.009,3
GoonFi,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,2,0.004,0.003,1
GoonFi,HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,7,0.004,0.003,7
GoonFi,aXiomFkk6VzXaBhPuhMqTLZZguCFzzbyP9LTtZ7ZHLQ,2,0.004,0.003,1
GoonFi,2Mob8FJkb8chZY5pTBMpKfLwgZAQHE5i9jAC5zbASitD,2,0.0,0.0,2
GoonFi,2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,1,0.0,0.0,1
GoonFi,3C2cXXVHCm2w2EWnHUNxhtZCB2EMv2AeJ4TpW5ws18fi,1,0.0,0.0,1
GoonFi,3RXKQBRv7xKTQeNdLSPhCiD4QcUfxEQ12rtgUkMf5LnS,1,0.0,0.0,1
GoonFi,3rqEEEGjHRyndHuduBcjkf17rX3hgmGACpYTQYeZ5Ltk,1,0.0,0.0,1
GoonFi,4DraK9wUrMSpzbGjUbSWTHAhJimMyB49HyKhvfwe6e51,1,0.0,0.0,1
GoonFi,4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,1,0.0,0.0,1
GoonFi,5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,1,0.0,0.0,1
GoonFi,7Nn8qBJey7vXtVFMNBbbuN8UkujU8Y6nWzbHVGuf49yV,1,0.0,0.0,1
GoonFi,7cVfgArCheMR6Cs4t6vz5rfnqd56vZq4ndaBrY5xkxXy,1,0.0,0.0,1
GoonFi,7tqeaFKsg2K9xKnQWe61w71AtCZVMQvG4hbFAiFAngYw,1,0.0,0.0,1
GoonFi,8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7,3,0.0,0.0,3
GoonFi,8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr,1,0.0,0.0,0
GoonFi,8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,1,0.0,0.0,1
GoonFi,8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,2,0.0,0.0,2
GoonFi,9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,1,0.0,0.0,1
GoonFi,A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,1,0.0,0.0,1
GoonFi,AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,1,0.0,0.0,1
GoonFi,AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,1,0.0,0.0,1
GoonFi,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,2,0.0,0.0,2
GoonFi,BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,1,0.0,0.0,1
GoonFi,BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb,1,0.0,0.0,1
GoonFi,BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh,1,0.0,0.0,0
GoonFi,ByszyWdqC3rVMWy8f6jwK5cmwkpwYdwsr7UL58xS5vnm,1,0.0,0.0,1
GoonFi,CTDGxTK789ZvhgyHZHtSnxTtysbyY1mrywXEJiYYqXxC,1,0.0,0.0,1
GoonFi,CkCMabrc3HgBgDkeKPXkbWuQpUuSqW7zs1Mg3HFArx61,1,0.0,0.0,1
GoonFi,Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA,1,0.0,0.0,1
GoonFi,CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,1,0.0,0.0,1
GoonFi,D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz,3,0.0,0.0,3
GoonFi,DEU4agzdUCA5oZ1QSLxCyZb1smvdu5j1NXXsK2r823Uu,1,0.0,0.0,1
GoonFi,DP9iBgK9c7tJYb83KhxQMFNc1LXYu7nE7EhWpEzQnjmg,2,0.0,0.0,2
GoonFi,DZVqmD4QqSWM2gUyEXdQhvt4u3NZtCRxdsn2n2nNiBRL,1,0.0,0.0,1
GoonFi,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,1,0.0,0.0,1
GoonFi,EBoKqyT2kCabcHXgpF7ScwrHgGUsR821xkTJsHtP2JJi,1,0.0,0.0,1
GoonFi,FbYX2uN573G5WsgiPdHU6fS5PNUyjdXfGfpZNkYUuT4k,1,0.0,0.0,1
GoonFi,FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,1,0.0,0.0,1
GoonFi,G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY,1,0.0,0.0,1
GoonFi,G2TBEh2ahNGS9tGnuBNyDduNjyfUtGhMcssgRb8b6KfH,1,0.0,0.0,1
GoonFi,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,5,0.0,0.0,5
GoonFi,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,3,0.0,0.0,2
GoonFi,RNXnAJV1DeBt6Lytjz4wYzvS3d6bhsfidS5Np4ovwZz,1,0.0,0.0,1
GoonFi,gangtCrQg5RmKf5yxvhvZThPugPX58pDSdQ5UuS26vN,2,0.0,0.0,2
GoonFi,phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2,1,0.0,0.0,1
GoonFi,puffinQSvKFriPbyE5atyx1ptfnyytovbzxybr1jsyy,1,0.0,0.0,1
GoonFi,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,7,0.0,0.0,7
HumidiFi,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,9,15.25,13.725,2898
HumidiFi,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,34,11.64,10.475999999999999,2340
HumidiFi,HnfPZDrbJFooiP9vvgWrjx3baXVNAZCgisT58gyMCgML,4,7.9,7.11,1568
HumidiFi,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,26,7.58,6.822000000000001,1469
HumidiFi,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,9,6.03,5.427,1201
HumidiFi,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,9,4.29,3.8609999999999998,855
HumidiFi,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,17,3.26,2.934,650
HumidiFi,6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,3,2.89,2.601,579
HumidiFi,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,16,2.1,1.8900000000000001,424
HumidiFi,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,4,2.05,1.845,412
HumidiFi,CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB,1,1.85,1.665,370
HumidiFi,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,15,1.78,1.6019999999999999,367
HumidiFi,4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,4,1.75,1.575,352
HumidiFi,nebu15XQKGpxzhhckADBX9PgvGN5qk9RRJCFLKc118w,1,1.51,1.359,302
HumidiFi,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,11,1.374,1.236,282
HumidiFi,puffinQSvKFriPbyE5atyx1ptfnyytovbzxybr1jsyy,1,1.26,1.134,240
HumidiFi,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,11,1.244,1.1189999999999998,254
HumidiFi,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,10,1.18,1.0619999999999998,239
HumidiFi,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,5,0.59,0.531,121
HumidiFi,EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W,1,0.55,0.495,111
HumidiFi,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,9,0.454,0.40800000000000003,96
HumidiFi,EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,1,0.38,0.342,77
HumidiFi,FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,1,0.37,0.333,74
HumidiFi,GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,1,0.37,0.333,74
HumidiFi,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,13,0.35,0.315,79
HumidiFi,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,7,0.31,0.279,62
HumidiFi,7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,1,0.3,0.27,52
HumidiFi,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,6,0.29000000000000004,0.261,63
HumidiFi,ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY,4,0.29000000000000004,0.261,58
