pool,validator,attacker_count,total_profit,net_profit,fat_sandwiches
ZeroFi,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,7,0.32,0.28800000000000003,68
ZeroFi,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,2,0.28,0.252,55
ZeroFi,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,2,0.21,0.189,43
ZeroFi,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,3,0.12,0.108,27
ZeroFi,2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m,1,0.11,0.099,22
ZeroFi,GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,1,0.11,0.099,23
ZeroFi,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,2,0.11,0.09899999999999999,23
ZeroFi,76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ,2,0.1,0.09,21
ZeroFi,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,1,0.08,0.072,15
ZeroFi,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,3,0.07,0.063,15
ZeroFi,4QNekaDqrLmUENqkVhGCJrgHziPxkX9kridbKwunx9su,2,0.06,0.054,13
ZeroFi,9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,2,0.06,0.054,14
ZeroFi,GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,3,0.060000000000000005,0.054,14
ZeroFi,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,3,0.05,0.045,13
ZeroFi,7CR3Jq4ny2tsr3DX3DvyjoU8TYs776MGkU6nLMWjAqCT,1,0.03,0.027,6
ZeroFi,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,6,0.03,0.027,11
ZeroFi,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,3,0.03,0.026999999999999996,8
ZeroFi,58KprHKFNHgH1Cvo4QwxWkDeJNaSQVteCoAAFUWjtESn,1,0.02,0.018,4
ZeroFi,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,2,0.02,0.018,5
ZeroFi,AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,1,0.02,0.018,4
ZeroFi,H8fHToVcZPi5bupGZohGPX2SWs8NHzgFKQ31wi5n6oux,1,0.02,0.018,4
ZeroFi,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,2,0.02,0.018,5
ZeroFi,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,1,0.01,0.009,3
ZeroFi,ACvL73V4GNnxPVfZ7K89jCrYurLyzpEuE9qirjvh2Xmi,1,0.01,0.009,2
ZeroFi,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,1,0.01,0.009,3
ZeroFi,BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,1,0.01,0.009,3
ZeroFi,CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,1,0.01,0.009,3
ZeroFi,FUNDTXgtnkfuhK6G6JUi5CzxPWeZNF9n96vFuBNGFy1v,1,0.01,0.009,2
ZeroFi,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,1,0.01,0.009,2
ZeroFi,HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,1,0.01,0.009,3
ZeroFi,revtecFsGSRCdF29atQvchSXrjwBesA9vSisD4fyH5K,1,0.01,0.009,2
ZeroFi,aXiomFkk6VzXaBhPuhMqTLZZguCFzzbyP9LTtZ7ZHLQ,1,0.008,0.006,0
ZeroFi,43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,1,0.0,0.0,0
ZeroFi,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,1,0.0,0.0,1
ZeroFi,61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,1,0.0,0.0,1
ZeroFi,6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,1,0.0,0.0,1
ZeroFi,6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK,1,0.0,0.0,1
ZeroFi,722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,1,0.0,0.0,1
ZeroFi,7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,1,0.0,0.0,0
ZeroFi,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,1,0.0,0.0,1
ZeroFi,8T8AJfUCXwPFwEMmjca8gCRSktPrqbUBVa6ggNyhLhFJ,1,0.0,0.0,1
ZeroFi,8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,2,0.0,0.0,2
ZeroFi,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,6,0.0,0.0,6
ZeroFi,9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,1,0.0,0.0,1
ZeroFi,As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am,1,0.0,0.0,1
ZeroFi,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,2,0.0,0.0,2
ZeroFi,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,1,0.0,0.0,1
ZeroFi,CaveyttUBTKttncu1e4RF814XjuoGfYv8cEsiKGDNCPX,1,0.0,0.0,1
ZeroFi,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,1,0.0,0.0,1
ZeroFi,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,2,0.0,0.0,2
ZeroFi,DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,2,0.0,0.0,2
ZeroFi,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,3,0.0,0.0,3
ZeroFi,EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,1,0.0,0.0,1
ZeroFi,FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9,1,0.0,0.0,1
ZeroFi,FjYEr2UCeFzNfAKiFrbhG34Zv8LxbmfHYAFhAfc7SLQL,1,0.0,0.0,1
ZeroFi,G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY,1,0.0,0.0,1
ZeroFi,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,1,0.0,0.0,1
ZeroFi,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,1,0.0,0.0,1
ZeroFi,GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,1,0.0,0.0,1
ZeroFi,H9METtoxNp2PhcDNxXwqpzBarJw9zJezhzdDEFgBqv8w,1,0.0,0.0,1
ZeroFi,HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,1,0.0,0.0,1
ZeroFi,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,1,0.0,0.0,1
ZeroFi,J6etcxDdYjPHrtyvDXrbCkx3q9W1UjMj1vy1jBFPJEbK,1,0.0,0.0,1
ZeroFi,Lake8NXDThihebhxS3Js7mFnj9fthmus93zEdsFNrsL,1,0.0,0.0,1
ZeroFi,Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,1,0.0,0.0,1
ZeroFi,VQwCCSfW3o5NDx7n5FBr9SoYiLXVgetstHvaWBvv2YH,1,0.0,0.0,1
ZeroFi,ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY,1,0.0,0.0,1
ZeroFi,bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,1,0.0,0.0,1
ZeroFi,farbZXR7aBQSMCYiUXzoS4pRUsvuCZ38f6AXMXiKACf,1,0.0,0.0,1
ZeroFi,vALigXFg9wnnhVHN16vNxHxXtAXiBv5QjAE6udoniBY,1,0.0,0.0,0
