amm_trade,attacker_signer,back_running,fat_sandwich,front_running,sandwich,validator,sandwich_complete,cost_sol,profit_sol,net_profit_sol,confidence,classification
BisonFi,xUwUxxg5eLEVfowp1ki2we8JWJjukkriVLY39c55nqa,0,9,0,0,fishfishrD9BwrQQiAcG6YeYZVUYVJf3tb9QGQPMJqF,4,0.004,0.04,0.036,high,FAT_SANDWICH
BisonFi,y23RmrqysEDtAL2MaN81vSoTQu7kCGLE2sCz9XaZBup,0,9,0,0,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,4,0.004,0.04,0.036,high,FAT_SANDWICH
BisonFi,yUwUyoufLrCmjcgURefVzvAfpcaZ2so6be4uDziT9aH,0,14,0,0,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,7,0.007,0.07,0.063,high,FAT_SANDWICH
GoonFi,1989zAmZBwkwR6g8S3H8gkDhHRm3P11gpurN7faJqDu,0,28,0,2,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,15,0.015,0.15,0.135,high,FAT_SANDWICH
GoonFi,1aTFUD4BJL3CXAK5NSgDJVR99nVpQrK1BqD5SGSix23,0,13,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,6,0.006,0.06,0.054,high,FAT_SANDWICH
GoonFi,2EZWAWuv9e4pgcxPZRMmEffDH8q45S573gu5pDRp72HT,0,10,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,2b4NhGTayvycDf7VvZGd6xpSjs3f7iiRZQSyjs71yJ23,0,15,0,0,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,7,0.007,0.07,0.063,high,FAT_SANDWICH
GoonFi,2dRR9CaNrEsHm3UqZacEf8AoDuDx4NGQyMhGxG71NzkN,0,6,0,0,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,3,0.003,0.03,0.027,high,FAT_SANDWICH
GoonFi,2npqrs8E9iWPGjRhWp7BsD9nG62xnBm9Av4rWgqF3ZPK,0,5,0,0,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,2,0.002,0.02,0.018,medium,FAT_SANDWICH
GoonFi,2svZLkuBny8diCa9kApRsHEgtPPtDo7aKasLUyPqUrDd,0,5,0,0,HaLanfo94ezLc3JZ55qqxr7W3qbe1PprJyv2uEtriEqN,2,0.002,0.02,0.018,high,FAT_SANDWICH
GoonFi,3NC8bmzCeEK2NBw1G5W6EmR66DNRW3gR22CGMt9EmxrU,0,2,0,0,GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,3ccqanQ7s9T7usEaPh6DcESrjW3MphhwEtDHKNmSxR23,0,21,0,0,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,10,0.01,0.1,0.09,high,FAT_SANDWICH
GoonFi,3xb1APhYyenJhoq6Kpjetps9rsmS8kJAGhXVBHaDyWmL,0,70,0,1,GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,35,0.035,0.35,0.315,high,FAT_SANDWICH
GoonFi,47qGcvnQ6ivbfoccs1Ck56CByhfzoJKd8nA3DzX3jBEh,0,2,0,0,PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,4dC1XCS2R2rqm1TXgq2K2QX4T5eCSYTW5QSu4TJAYh23,0,7,0,0,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,3,0.003,0.03,0.027,high,FAT_SANDWICH
GoonFi,4i3kFLZuutG5fvjg5wvq15n4NPpj12wXCRMyP7TcZbNj,0,37,0,2,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,19,0.019,0.19,0.171,high,FAT_SANDWICH
GoonFi,4o9Sgxpam1ihEJLPKxpgPfMpgxhXpcGEqPGptLxGJ7yv,0,3,0,0,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,4swoALYuvetDK6N3ak1Knc1bMLbm7nzkxCW1nqjPWGRV,0,26,0,0,GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,13,0.013,0.13,0.117,high,FAT_SANDWICH
GoonFi,5Y8qP9AavHyG69gTMbJP6v3Cj85VnDimdE1GZtfdV1WL,0,2,0,0,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,5Zm6GraYjpaNCoAnTpWThxzynVZvPM8DdcVvyK9vecKT,0,8,0,0,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,4,0.004,0.04,0.036,high,FAT_SANDWICH
GoonFi,5cU5rbxAcpaGoPyms9jKoXQX5EiZzD3DNmwzbC3qE8Sd,0,3,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,5ePvEZx19BZxVvF3nu6gQacoBA9mEFV82eGnRNrnhK23,0,15,0,0,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,7,0.007,0.07,0.063,high,FAT_SANDWICH
GoonFi,5tkPL9BaSmj3W4YLDCocL41RPeLsw7CAEkWW7ivqF5v1,0,3,0,0,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,5y5jCvdD6uTPjWbQtLj8ABQ56jCor2SxURidAqGSyviw,0,2,0,0,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,61yfAVS257Jgx7oMhUG5uZVZMbcnfuZM3JG3BYgdyfT4,0,6,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,3,0.003,0.03,0.027,high,FAT_SANDWICH
GoonFi,666zhExqDUnApdhG4YAN7Vw4eTQyc6L988mRTqjqh73t,0,3,0,0,BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,68HKBoDYFRK9DsXZgGuP7357D6ASrosHfLZYpvBiLbwK,0,5,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,2,0.002,0.02,0.018,medium,FAT_SANDWICH
GoonFi,6FPgDPwgAY4WskguMZ5t4R8ujCtrCJghRELwBXxyLYCC,0,4,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,2,0.002,0.02,0.018,high,FAT_SANDWICH
GoonFi,6gRnEaxAPr1hjtwCzrmSAztA4xbHCVNWJSRXh74sXFKJ,0,27,0,1,2Le6TjeEescF87qDA8Ftdz6U8Kq6SNVwoLJLhzBCHUr5,13,0.013,0.13,0.117,high,FAT_SANDWICH
GoonFi,71wKmu7jUhSgbo1HGiuA3ShfgAHAJfqZxjMW7HJexyVR,0,14,0,0,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,7,0.007,0.07,0.063,high,FAT_SANDWICH
GoonFi,7JJ4RrYC4wBb2ZangbVW4XbQenhEbkdoo7vhoWoShYjp,0,32,0,4,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,18,0.018,0.18,0.1619999999999999,high,FAT_SANDWICH
GoonFi,7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,0,3,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,888SGnyhGzqQuuWDVL48tn7xJsAEV259mK9V4YEcUn6f,0,3,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,8jtt2EgUvMLnoCamfRwXyMCF37HTrtcr76VL16Btbwro,0,5,0,0,4W3jdXyqhLCjzA3Liu8ZNjViwrc6N9YjSB7obbxfjcKE,2,0.002,0.02,0.018,medium,FAT_SANDWICH
GoonFi,8oKVwqA5S2B7g2Li6yqZ4KKghpER8G1vj3bbeg8dFkSw,0,31,0,4,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,17,0.017,0.17,0.153,high,FAT_SANDWICH
GoonFi,92eSno2a7EqaBrj11tqxwaVTyZcwxhRNKCQsznLzDm25,0,6,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,3,0.003,0.03,0.027,high,FAT_SANDWICH
GoonFi,9ALtCwp8AyhEFd4yQEqKAgL9tpkekpsm46bChZcRMibu,0,18,0,2,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,10,0.01,0.1,0.09,high,FAT_SANDWICH
GoonFi,9TXFVx8N9dPneS3ETRt8KWtUXLRUsz6j6JM3bEXqkR3Z,0,4,0,0,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,2,0.002,0.02,0.018,medium,FAT_SANDWICH
GoonFi,9XUWb3unwaGczFkEJAZiQd2xaZmm6NK68G775JEn2kaZ,0,11,0,0,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,9m5oyKCbccxTGphZkdymU5MEpWZfhrm3YVmCJmni9Kfy,0,2,0,0,CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,9osj5ksZcrYVeft5pjN1KUNpuM9xiZpjLPxtiMHG4AT5,0,30,0,0,GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,15,0.015,0.15,0.135,high,FAT_SANDWICH
GoonFi,A3vFkGBrj4MRugemEXWdSFztWgBXi9eQPtD3V28Va7WH,0,2,0,0,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,A8A9GoxfmcjY2QAQ8tYS98SqDBF6hUFDmxAKBsLw29sL,0,10,0,0,7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,AE861PyrYJXm2TuxiMc8Ecwo4YYgAHfcYum3GWpSRFe3,0,44,0,2,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,23,0.023,0.23,0.207,high,FAT_SANDWICH
GoonFi,AE8635syc7jEWkmRfo97ypBd4TwhuZSyvPTsKF3hAFgb,0,2,0,0,CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,AEB9dXBoxkrapNd59Kg29JefMMf3M1WLcNA12XjKSf4R,0,5,0,0,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,2,0.002,0.02,0.018,high,FAT_SANDWICH
GoonFi,AECTMxLqHaSL8QznVZSWp3ozuKjzKfRPTy65ZP2jdvvr,0,13,0,0,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,6,0.006,0.06,0.054,high,FAT_SANDWICH
GoonFi,AG2UQKHngd3p6pTLJjS5Bk1eRVAEJAvNA89f6VmJrQUk,0,17,0,0,GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,8,0.008,0.08,0.072,high,FAT_SANDWICH
GoonFi,ARBx92tyV8htTbEWCRH22tgje5vUeCkZm9p4y6TjJCjN,0,3,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,ATQs6A92eUzdxTBsQhRJxxJDpgYDTGvLnU4e5mMEfY3k,0,3,0,0,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,AVsBvTv1LPnZn8qkJRzLqRtTU9eHzdp2FueRZWtTNmag,0,13,0,1,76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ,6,0.006,0.06,0.054,high,FAT_SANDWICH
GoonFi,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,0,3,0,3,7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,2,0.002,0.02,0.018,high,FAT_SANDWICH
GoonFi,AiH2ff9tN2VKwUXVXJawEmAxWkBTZoPPcZGwHUmihjY8,0,9,0,0,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,4,0.004,0.04,0.036,high,FAT_SANDWICH
GoonFi,An1RKaJEH9yV5fxz5TZea5V1Cz4ebcA8JjTeo1sc4zLU,0,4,0,0,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,2,0.002,0.02,0.018,high,FAT_SANDWICH
GoonFi,BWaQQwcdUVwZzEsiTRrzJ48F6woAB6rkBNzvBqMtC5cG,0,3,0,0,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,BmbwYxVhrCRo2U1CDqjWSWHAiYDM1uwfi4dHzsY9Yr4B,0,21,0,0,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,10,0.01,0.1,0.09,high,FAT_SANDWICH
GoonFi,C2bK8HFrL71aLnpyExVoJmqjDPA9tbLMXcBNAkRQnLfQ,0,9,0,0,3SkE34PVeGck2ArEffFKjihrQgURsvnoTAhitsNXNzXd,4,0.004,0.04,0.036,high,FAT_SANDWICH
GoonFi,C9u2k7T22tbM7C53wMWZHKqVJ85eiBdrvjCu6gLvMAhe,0,9,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,4,0.004,0.04,0.036,high,FAT_SANDWICH
GoonFi,CSAZoZZwdoY42hQMVFHK16fkrub4J3cFsSd4wZtQTSLr,0,2,0,0,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,CatyeC3LgBxub7HcpW2n7cZZZ66CUKdcZ8DzHucHrSiP,0,27,0,0,GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,13,0.013,0.13,0.117,high,FAT_SANDWICH
GoonFi,Cr6vUmtz58dtsyDJX2GKbifgYf7zvwgPt9HyJvwMRLL8,0,8,0,0,GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,4,0.004,0.04,0.036,high,FAT_SANDWICH
GoonFi,Cs1Ko5ZwzkRBZUCjkjQSCLEvtt6oCLcZjk7QTstMC8WU,0,10,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,CwhHRY1Dys5supiVSru4aSCFaqHbtxb3Xvxm4w6g34DR,0,2,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,DNeVNvNMdP29KGWqdv3umqFAH9QVg5aw1RLNaKNy1Gow,0,6,0,0,8hAYbagNt7CMBooFfqVJhBgLqLffpjXTWJMk8yybjJsN,3,0.003,0.03,0.027,medium,FAT_SANDWICH
GoonFi,DkV8QZdg5GH7Bb5NteLJVYCF2mwBSCFt7AcTnmVvTfeW,0,3,0,0,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,Dog1YVcGCdTYNpRpwUdod7zAGjztVL1ZeHAVYaYD1h5Q,0,3,0,0,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,E2MPTDnFPNiCRmbJGKYSYew48NWRGVNfHjoiibFP5VL2,0,101,0,2,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,51,0.051,0.51,0.459,high,FAT_SANDWICH
GoonFi,E5UBNwkEH98qzVsxa5GsL29WzyxGmj5fYKRt4wRvXyYp,0,28,0,1,BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,14,0.014,0.14,0.126,high,FAT_SANDWICH
GoonFi,EJdrWPg32qHnmc3cwgGRfTrvWpQkDH2vHNGsane6WFGd,0,87,0,11,4SgoyAwN26iu9Gpf12Bk1rnzp4G4yDUM3XVv4w7VQcAf,48,0.048,0.48,0.432,high,FAT_SANDWICH
GoonFi,EXYq2HaS5nTarjzNHVYfcHbAbbLDJTPYkn1Jb5Q6bGz4,0,9,0,2,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,F7p3dFrjRTbtRp8FRF6qHLomXbKRBzpvBLjtQcfcgmNe,0,7,0,2,vvvvbtDs9HsdsE6NskZMnb1RA6muoud1ChQuiF9QhSM,4,0.004,0.04,0.036,high,FAT_SANDWICH
GoonFi,FATEorZGqsxg11TmJVRdX5WZ12bQpdS2Va9L7iHWzcHr,0,4,0,0,anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd,2,0.002,0.02,0.018,medium,FAT_SANDWICH
GoonFi,FAzY5522HMCBk8hAwwPmDebLJphMETRwiQq2rXC2dtQw,0,28,0,3,FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,15,0.015,0.15,0.135,high,FAT_SANDWICH
GoonFi,FbgR9632h4rvPciZzCHRGNrEaQM9bC2cGgAikJ8HUfS1,0,125,0,20,EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,72,0.072,0.72,0.6479999999999999,high,FAT_SANDWICH
GoonFi,GBU3X8mgT7dVQ1XxEQxdUMuEJDzTL88bCZgDB8qQvq34,0,3,0,0,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,GTR1mWsjtaqb6ukHFizKt46nJUCV4qbkGze5NEMrSTiT,0,2,0,0,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,GnWFhrfgciKVoqgAqarwWEQ79NuD2LnRd9EEYaB1kUoc,0,3,0,0,uEhHSnCXvWgtgvVaYscPHjG13G3peMmngQQ2ghC54i3,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,GraZ9wjJVEGMQsyz3BwkkRdkJFmDrZw6Bnj3yzciwFEC,0,45,0,2,43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,23,0.023,0.23,0.207,high,FAT_SANDWICH
GoonFi,HioXnHcD9drMeQxiMsZzKHWwrYTQEsZ78NfN2MtZhvXp,0,2,0,0,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,Hr1oNgqznfMSx3KDdnsSJWU6LemHZqMZ1r4i81hyLYDN,0,4,0,0,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,2,0.002,0.02,0.018,high,FAT_SANDWICH
GoonFi,HydraXoSz7oE3774DoWQQaofKb31Kbn2cbcqG4ShKy85,0,3,0,0,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,J1CMrMaFHJmG97R7xJYrJxRA3MNt7VyHe8CAEUnsQzre,0,82,0,2,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,42,0.042,0.42,0.378,high,FAT_SANDWICH
GoonFi,J8hVkBNKobntWqLspa3yhXEkvb8vZ9S9NiHgirN9yvV3,0,19,0,1,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,9,0.009,0.09,0.0809999999999999,high,FAT_SANDWICH
GoonFi,NcLasxSu3sq921FhBniNniiQVzjSVcQk56nB26WTqG7,0,11,0,0,SWiz7QwnYPm61pWWUUkMhj4r5pZLP1SvYibdHcB2cov,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,TAPNDP5dFr9Vp47DFuddRxNVYmjUqgh8boiUrWFgMqi,0,188,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,94,0.094,0.94,0.8460000000000001,high,FAT_SANDWICH
GoonFi,V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,0,7,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,3,0.003,0.03,0.027,high,FAT_SANDWICH
GoonFi,YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,0,68,0,4,2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,36,0.036,0.36,0.3239999999999999,high,FAT_SANDWICH
GoonFi,YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,0,33,0,0,FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9,16,0.016,0.16,0.144,high,FAT_SANDWICH
GoonFi,YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,0,15,0,1,grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa,7,0.007,0.07,0.063,high,FAT_SANDWICH
GoonFi,b23Ke4utbwr1WcY8onbybJbNQghkNs7RrEC9f69VbJW,0,15,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,7,0.007,0.07,0.063,high,FAT_SANDWICH
GoonFi,datouWbnKthiYdWN3K2kypTs5YoykXSekSQVmDPoeo6,0,7,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,3,0.003,0.03,0.027,high,FAT_SANDWICH
GoonFi,enzog436vHy38bMhNR9XDENrvhxPK7y8wBQri852rhG,0,14,0,0,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,7,0.007,0.07,0.063,medium,FAT_SANDWICH
GoonFi,foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,0,5,0,0,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,2,0.002,0.02,0.018,medium,FAT_SANDWICH
GoonFi,gasTzr94Pmp4Gf8vknQnqxeYxdgwFjbgdJa4msYRpnB,0,1,0,3,Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,han5oo9sy98473nuWU7PwkdgpJVFvQEQ14S5CCdbeYQ,0,5,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,2,0.002,0.02,0.018,medium,FAT_SANDWICH
GoonFi,j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,0,2,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,jMjhRzuVvkeKxDQDoLJJgcgc3brmBRPzizgJxZANAUU,0,26,0,1,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,13,0.013,0.13,0.117,high,FAT_SANDWICH
GoonFi,k2btrGEvdgv7UmgVbD7Phci9EGWCo9QPU6T7yga9xs9,0,10,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,k3bS5WfZ5P2NTgkVSwdbVrveYc25iXiEHYfZfVruBGq,0,11,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,o721S2ZPSjJTEC9B5HgXdqZFPVq1avjKzRfZpTKjV9g,0,11,0,0,DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,5,0.005,0.05,0.045,high,FAT_SANDWICH
GoonFi,rvj7Dc3xGh1eVFw9UTRpkxks9cdYyJd4MQk4Bk9zA9b,0,3,0,0,BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,1,0.001,0.01,0.009,high,FAT_SANDWICH
GoonFi,theo9SfM3dKgKFbq4kFVmEXwSQ1pdr61wDqEWXKJpYs,0,2,0,0,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,1,0.001,0.01,0.009,medium,FAT_SANDWICH
GoonFi,xUwUxxg5eLEVfowp1ki2we8JWJjukkriVLY39c55nqa,0,4,0,0,GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,2,0.002,0.02,0.018,medium,FAT_SANDWICH
GoonFi,y23RmrqysEDtAL2MaN81vSoTQu7kCGLE2sCz9XaZBup,0,33,0,2,2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,17,0.017,0.17,0.153,high,FAT_SANDWICH
HumidiFi,1989zAmZBwkwR6g8S3H8gkDhHRm3P11gpurN7faJqDu,0,182,0,3,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,92,0.092,0.92,0.8280000000000001,high,FAT_SANDWICH
HumidiFi,1aTFUD4BJL3CXAK5NSgDJVR99nVpQrK1BqD5SGSix23,0,12,0,0,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,6,0.006,0.06,0.054,high,FAT_SANDWICH
HumidiFi,259WgpDG7Q68f1Ym3YiPpziu9GDYShP73jTKpzBs9PXj,0,2,0,0,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,1,0.001,0.01,0.009,medium,FAT_SANDWICH
HumidiFi,2EZWAWuv9e4pgcxPZRMmEffDH8q45S573gu5pDRp72HT,0,74,0,0,GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,37,0.037,0.37,0.333,high,FAT_SANDWICH
HumidiFi,2EZdYSXrs8yjwTiMntXYvEL4cTLHYdagyNJAnvMKiEJV,0,11,0,0,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,5,0.005,0.05,0.045,high,FAT_SANDWICH
HumidiFi,2EZxP9X1Kfuf2sxyBPfi2VsBbr6iJeepuv5tEiAHscAh,0,6,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,3,0.003,0.03,0.027,high,FAT_SANDWICH
