amm_oracle,validator,transaction_count,mean_latency_us,std_latency_us,pool_trades
HumidiFi,Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,411,196447.47,95730.08,411
HumidiFi,PoN1E3VyqwqoGQEhC8ExpkRKTuyhxtGLnHHH3DwbgTU,675,149089.88,94536.53,675
HumidiFi,PuRposE4utktenW49N8DCtVzdVEwYrmsrroboEUram4,1115,175339.58,110609.58,1115
HumidiFi,R2D2imoV8nXk1ngT9v4dEK65We4uLNyUarTBdWbFruq,436,133435.19,96294.57,436
HumidiFi,RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,2588,143722.79,105823.59,2588
HumidiFi,REA1zKzM5WjDEcpB27Zx2Rk16foNPtLGTETy93LLgNw,66,197259.62,82743.43,66
HumidiFi,RFLCTDRBVZTEbXrCd92jnKghYeDJARb6ByK2JnPfQmH,959,142706.09,102069.19,959
HumidiFi,RLMS1pv3YKi7CSUCKTNcFN5fFkXJc2SmCwPhbQpqZJo,741,150418.54,114703.9,741
HumidiFi,RNXnAJV1DeBt6Lytjz4wYzvS3d6bhsfidS5Np4ovwZz,2633,175577.91,96680.7,2633
HumidiFi,ReFiqMfGnc7tW8WQtFFcJRPZSDAWDBnAsdoFYF2QnfR,496,172004.95,102263.52,496
HumidiFi,RoYFUUD7QD9aQ34UCMcwfye8dC5YvJeXz2J3mmoy5S4,363,158418.74,110064.91,363
HumidiFi,RoYLttggWwa2st3KAGEjnPhsq4NPD5QwaNVyyR8pTz4,162,142522.73,95993.51,162
HumidiFi,SANDCxXBbQhvbUqNtiLqKdFEY1uQhVo1UgUACaS4mXU,451,150723.18,102779.8,451
HumidiFi,SELEXm1aELCweknS2tsG6A4WivjVvgrTWn9doHNLj66,111,127801.84,99693.87,111
HumidiFi,SFundNVpuWk89g211WKUZGkuu4BsKSp7PbnmRsPZLos,1607,193796.33,141692.95,1607
HumidiFi,SLAY6uN1zZpXBTfbuDDCesNmM5D288xrz8uYvfS3n41,2412,142993.54,109076.9,2412
HumidiFi,SLNDCSGTEsA6KHpgR32MBt9UAurZnVSJGUtW2tRpdU2,1206,152329.78,103642.02,1206
HumidiFi,SP9K2c8Z1aaQaqdQgC6hZMJ5UCTTnE76XNYVse7H94b,271,160038.75,97806.71,271
HumidiFi,SPHERExTW7GaMgS4RN6MbghYvXU2REfFWHgpxMH1P69,579,173707.91,109967.04,579
HumidiFi,SQDS9iwyWvT2mQbSZzuNKGoxuBug5jRHouF6SuMRBkA,485,153437.62,103919.99,485
HumidiFi,SSmBEooM7RkmyuXxuKgAhTvhQZ36Z3G2WsmLGJKoQLY,4183,161613.98,107000.43,4183
HumidiFi,STPTshazcjH6cZMHzQBrggFSPHXYCTRGB7ctqS1AjkH,508,138404.49,106378.36,508
HumidiFi,SWiz7QwnYPm61pWWUUkMhj4r5pZLP1SvYibdHcB2cov,1150,156671.47,106734.09,1150
HumidiFi,SWnetabTLirPWqEK1V1T7HkVLC5vGvfjEsb89wiqrGh,369,147685.98,100220.38,369
HumidiFi,SaGAgdkowooXBrHihpmE8gsjf1dUG7n5SqnyJxYFnXJ,809,151975.54,105289.32,809
HumidiFi,SaV6UWBaE8M3kwMBfAhQ6Tmvd2qdJRm94NTwLqtoyGd,343,161446.03,100705.96,343
HumidiFi,Sh1ro1CaaVjNuihgNK6kay7jwcWzSqD2fdix6RNPaSh,1499,155583.82,109340.42,1499
HumidiFi,SoLiDJGk4WkdinyLiRWjkFbgLUhjL3idGJK8H1rUWqH,666,144955.3,105922.31,666
HumidiFi,Spiky3mMSLHGhffuEhYR7ptMNZ8NddddwrTjki4VhWk,425,141367.56,118148.01,425
HumidiFi,SscQkTYV2BFQYGGffAmTzvefrFrw6z9GNYiWHstVZ77,990,129861.23,108889.24,990
HumidiFi,Stakex4B2tpDHPWGvV1dninfiaYCGdakgTknpzPitLh,751,143816.93,103942.85,751
HumidiFi,Ste1115xFGdAYK5jaWA3dEFcUc1S5jEbVvD8e327zty,2652,194223.73,119809.02,2652
HumidiFi,SyndicAgdEphcy5xhAKZAomTYhcF8xhC7za2UD9xeug,1166,126125.47,102793.18,1166
HumidiFi,THE1CosYJD9F1eBq53Fg4MZYZa5WrPUf2RQU5ZHnfEj,450,174148.63,107646.82,450
HumidiFi,THWsLPufeq9LWs2H9vYPbtFwdxAHbQHvSbT6pztG8x1,822,146763.67,111666.24,822
HumidiFi,TopjgY7N1fJdnW89S9fX6t7LF61nspgXGL1NpgAKhDG,144,251117.88,157729.36,144
HumidiFi,Tri1F8B6YtjkBztGCwBNSLEZib1EAqMUEUM7dTT7ZG3,1045,156510.11,103636.51,1045
HumidiFi,TxtxXzLTDQ9W4ya3xgwyaqVa6Tky6Yqhi5BLpPCc9tZ,2339,158304.15,106187.41,2339
HumidiFi,U82KEYMnuCiZSQbvuCJTZ652HX9NQ63uNSnxyucshrk,217,150797.42,95759.45,217
HumidiFi,UMi1r5J3SagSu4HC3waB3YFzbXi82rRSScgW2e8NTfr,50,124088.74,74762.54,50
HumidiFi,UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL,190,139678.21,112212.37,190
HumidiFi,UPSCQNqdbiaqrQou9X9y8mr43ZHzvoNpKC26Mo7GubF,2708,158840.91,105663.12,2708
HumidiFi,UZBmptMjMSQEPKm4WyUkJeAuvZSqTuNK3cQCKFqJcXT,280,139622.22,106174.11,280
HumidiFi,Uf7TePem6vihMBiRg2d1ivnoNtRapdATfe5o99NuZH6,287,155500.98,114325.94,287
HumidiFi,VALiDcyCpujxjJAZDK2av2TpMAigpSodzj2ApqgR4e6,486,137681.57,102701.36,486
HumidiFi,VQwCCSfW3o5NDx7n5FBr9SoYiLXVgetstHvaWBvv2YH,4656,190108.54,85634.84,4656
HumidiFi,Va1idLRtYEtVFJFsvz8vtt1uCJgea4Q1zi2Rh3eraJh,2442,146440.73,109361.1,2442
HumidiFi,WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp,1055,137756.75,102657.71,1055
HumidiFi,XAqHfPFsqTfAJHBRHAcEECkMSykXjkUj2Rta16Qshrk,132,125360.55,95589.27,132
HumidiFi,XkCriyrNwS3G4rzAXtG5B1nnvb5Ka1JtCku93VqeKAr,4790,312286.45,77332.94,4790
HumidiFi,Xoir1BnQX9TbEvon9HRbD8tkjcD9dorsxmNjZAV64Re,98,182471.29,116655.76,98
HumidiFi,YE11a5nVJtUNqsojkphYuWc7StqBzbCeFH6BjhAAUEV,111,132696.36,97536.85,111
HumidiFi,YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ,582,160512.23,111372.54,582
HumidiFi,ZoD1XLMhxdMveAJL4x9oab4FhRKP5NThTnSCH19Tdjp,106,195309.94,96076.34,106
HumidiFi,aXiomFkk6VzXaBhPuhMqTLZZguCFzzbyP9LTtZ7ZHLQ,2956,323541.16,73326.22,2956
HumidiFi,adramSYKBv1yHoZTub4kepcmF5LybPxwyJcsz4fpfi7,427,178556.41,99763.48,427
HumidiFi,adre1Xia7ekGsEqNgHeFc7MYwkfzTQNeJgQmZ2agAKZ,326,139596.97,101717.74,326
HumidiFi,ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY,7607,183460.04,115081.72,7607
HumidiFi,anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd,2612,147821.74,106893.09,2612
HumidiFi,anzaeL7Lsv71HW2mew8YcKGyGqL6qNn3xoNPRrejM73,95,171247.74,113952.92,95
HumidiFi,ark1hdnnfmusE24wGHkyVG1gdRCqfmXs9drasDAdABZ,156,126898.15,96198.08,156
HumidiFi,axy3tCRL3wmFMVG4c69rYurcf4fXhBo2RcuBj9ADnJ4,364,96926.02,89418.9,364
HumidiFi,b1ueZK9bWTywN2587zsScyLTaH18wfRfN5W15XnkiqF,745,150273.37,104133.11,745
HumidiFi,bay3wXfJsu9ds1zQBoQQ4DUwFGs3NP6q4gca9WM5G1z,763,165874.15,106305.1,763
HumidiFi,bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,4522,150685.57,109100.79,4522
HumidiFi,bonkcbAQvHpYWxEG63E8ufTB1cxkkk9eAKaPdGePE88,1196,115284.32,94341.12,1196
HumidiFi,bookoVmqw4QjVj5BbkFacouadx9M7816wyRkfM7A5Lo,589,123509.87,98723.94,589
HumidiFi,burncPhAzPbo9QCzN9j8ig2FKZjwDhM5zgN2eW3GmWa,60,154182.07,122176.3,60
HumidiFi,bxrAptB5ZpZBhoLedJpoGWY5hBjjt3zvVBr2323Rrq6,2159,151191.28,102642.67,2159
HumidiFi,c3rtoMCHSbFrLRTAdw4iRowKSn4BrDtvSPbuyJwkHwx,555,176646.92,111365.61,555
HumidiFi,chdvWr6T14nqGRFD37KY36dsvhkCtDaufW5rpu3AfHe,204,145304.97,106458.79,204
HumidiFi,chrtyETASKQhsndRM9pr6qC3gAHG5MuRwCgXSNVqnJL,354,111946.21,104537.85,354
HumidiFi,ciTyjzN9iyobidMycjyqRRM7vXAHXkFzH3m8vEr6cQj,997,304545.11,83688.67,997
HumidiFi,custm2hZdfZKpL5xGCUpShF23h7uXFVtL6fK7r5Ca7g,320,140580.51,112921.67,320
HumidiFi,cybi55ebub37HZW9YmRaLh59Lh3kqaLTsEBQwW6vFkC,222,145956.18,108649.61,222
HumidiFi,dcntruDNP5SEcGV4RxnsqXFURdDZGT3DTQv68Q8H7Vu,556,214593.4,90040.22,556
HumidiFi,dmMwc4RazLHkvDZYrWAfbHQ6cViAvNa5szCJKaiun8S,302,144612.01,93444.15,302
HumidiFi,dst2u7mXMyDvb14cSErRNA1mxH1d5VXbSXgZ3DKE9xH,456,128147.34,101746.49,456
HumidiFi,dzBhD4wikyy7xqwiJvT49gdrKqWVjfs9M6cTssmRX8Y,388,397078.62,319908.28,388
HumidiFi,eyeYaqg9e2L6xw7YwsSLm27eWJfhLNAm6ETQm8TXNoK,694,132488.24,99051.32,694
HumidiFi,farbZXR7aBQSMCYiUXzoS4pRUsvuCZ38f6AXMXiKACf,367,131233.53,101470.4,367
HumidiFi,fdzip81euDS8jEZHx5H1mn27zGVMLzkgpQuzYRBfBYG,369,205259.48,107479.72,369
HumidiFi,fhsM2sxME8cHrrk3qvtMsRRDv5AoLFja7NjNnHeYZxe,89,167359.02,112940.94,89
HumidiFi,fishfishrD9BwrQQiAcG6YeYZVUYVJf3tb9QGQPMJqF,3543,157705.07,111284.31,3543
HumidiFi,forb5u56XgvzxiKfRt4FVNFQKJrd2LWAfNCsCqL6P7q,1193,188089.92,111587.98,1193
HumidiFi,fotby1ABxpei2EVH9uXJ6KbHYgPjbg4Sny9eRzQjtRN,127,134705.39,104310.77,127
HumidiFi,gVALrRd3xq4D62KJNGDCpMMGz976w2x1Vo79mSNn4bh,280,153466.29,104270.56,280
HumidiFi,gangtCrQg5RmKf5yxvhvZThPugPX58pDSdQ5UuS26vN,1054,98317.24,87668.0,1054
HumidiFi,gojir4WnhS7VS1JdbnanJMzaMfr4UD7KeX1ixWAHEmw,430,132514.52,97153.01,430
HumidiFi,gotasRuLTuJNZDtLHmaDJpEUjCWZqkHcuwbLhkgCwCX,80,143689.4,105898.84,80
HumidiFi,gridqZmeBcsUKT2Mv4M9YFHFN3tVLFb2TCtTcLD1cAd,971,127882.06,127318.96,971
HumidiFi,grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa,3116,216804.12,115877.34,3116
HumidiFi,h3ZXAE168mNxsszYYrUfkMVSCWx6DU2Uvrx97Kb1Nch,91,167945.68,110995.2,91
HumidiFi,hnhCMmnrmod4rcyc3QRKkLEC9XnPTvYJ2gBvjgFiV4o,399,133546.02,106733.43,399
HumidiFi,huinBRP3muBuqZLMW8ARjdn4mBnEmFFcxiBzrkQz553,389,185956.36,106732.69,389
HumidiFi,hxMhrsuGPDmkLJ4mTxEjyeMST3VGhTiwJvS9XgHwePj,816,139659.62,99747.01,816
HumidiFi,hy1oMaD3ViyJ8i6w1xjP79zAWBBaRd1zWdTW8zYXnwu,1430,134109.76,98912.12,1430
HumidiFi,hykfH9jUQqe2yqv3VqVAK5AmMYqrmMWmdwDcbfsm6My,385,146670.47,102875.75,385
HumidiFi,hyp3Eo67t6FgeuWg5Qxbeme8NPXJPXXdKT4iJ4DsLf2,598,166758.54,108922.3,598
HumidiFi,icex1C6pnZxznQWiHZZANjGU8nZ8kNquFnjyY7XXrXE,881,139868.91,106524.69,881
HumidiFi,idCE5k2BtTpwXdwAC7Var1enT9reut9fWECcxQP7LY7,1685,113841.81,116502.29,1685
HumidiFi,jagBNeXYncnn1hzwSq1JJ16XhWTgQ7DCFVqndSJZ6vT,744,182809.55,112679.59,744
HumidiFi,jntr1vkzvSujfckGR6ANmFmirVoPBMNr5XJGKP5uDQA,583,156651.2,106838.64,583
HumidiFi,juigBT2qetpYpf1iwgjaiWTjryKkY3uUTVAnRFKkqY6,2964,149655.02,105887.18,2964
HumidiFi,kREnNfJrPEHbrjSQDxmxZdGmN6hi7ewXZ3UZTURshrk,118,83829.2,86982.52,118
HumidiFi,kom1oNHyyt84XLGVfi5Jo1qkVkU5xG1sBxPG19rWknE,213,250088.09,301821.47,213
HumidiFi,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,15349,153667.9,108294.3,15349
HumidiFi,mALL2W6DUgDDtcyurC9v5YTF2CMMeuRwPBkf6tEoG3y,208,130884.79,113447.86,208
HumidiFi,mD1afZhSisoXfJLT8nYwSFANqjr1KPoDUEpYTEfFX1e,385,174729.56,100547.16,385
HumidiFi,mXv18ov8qCiQGs3ieoen981LdgZzYJjJak6reK6fpNC,1907,157770.6,108534.04,1907
HumidiFi,mastWEbKEMjvBCd1uaUBpNjWcfSPhXMWnH9tTrgzn1g,986,80217.04,109916.74,986
HumidiFi,mds1WWedpezW3qvgML4WgP341jZksYAy5SbMLwjP5KC,246,139807.13,104235.63,246
HumidiFi,mds2fZEpJP688PqJHvfLxGyf2VFrcNkvjuUxNYCwjrq,188,130199.55,98064.66,188
HumidiFi,mds3Df1ieBonG2qS8ZoKTqshq5MgTUNfZgc78cjiCdq,189,115326.94,103453.55,189
HumidiFi,mds4GEuiSgQRqveGyktWpETBFCb4AS2wDnhqwLHcT6Z,2302,137019.67,110000.67,2302
HumidiFi,meshRrDTME9cL2FSQ9E56EncfkZ7vL8apwcCFsw3o6Y,665,366371.54,306829.26,665
HumidiFi,mineL1YNwcRnxN93B2sX6q22R11WfRqxnY4NBV8KfFY,2460,151699.03,115741.06,2460
HumidiFi,mint13XHZSSxtgHuTSM9qPDEJSbWktpmpM4CZxeLB8f,2403,220578.17,116173.8,2403
HumidiFi,mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD,752,298964.92,80698.71,752
HumidiFi,mrgn4sJJu5GBa5wbKyjuASzhyCifvcedGoLtpKjB3Wf,2390,92856.04,81348.35,2390
HumidiFi,mythxvB89eT3C1TKwwhsvdHfYq2aoCt2es8vLoDFYyk,495,158440.8,106721.83,495
HumidiFi,nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM,915,140007.09,111602.73,915
HumidiFi,nateKhsYkrVc992UuTfAhEEFQqr2zQfpGg9RafNkxdC,539,144337.54,101042.16,539
HumidiFi,nebu15XQKGpxzhhckADBX9PgvGN5qk9RRJCFLKc118w,597,144028.19,101639.25,597
HumidiFi,noMiSMNpN3iGeX3WdF5M2KQdFUQt2RYYpfJ4dN1Ni3k,788,141850.48,111136.44,788
HumidiFi,nodeEgRVkbYLAQePtMx2zCN7CGw7qRgzKMCBtjMfN1D,405,152831.29,107492.03,405
HumidiFi,novaeuhY2JH2WHhc9KVTHDx2cyJZdXJC6faf4CtARZn,606,186618.36,102867.27,606
HumidiFi,nymsHergYedT9CJMgtGMvqXUTGcbs5o3MiWTJUbqTGY,2209,325806.35,66207.6,2209
HumidiFi,oPaLtitM6cwpFVzP2rDhLsJLdY2vcbuZiJJyD1TFUKs,3101,322340.32,67769.8,3101
HumidiFi,odcvDWH5wHVKz9XtmGGxTj5ZsmawTjCCty3nyBKDGzS,94,188833.45,105336.0,94
HumidiFi,orbit1bWKxnECKLqjhm5rybTiEC2GEYbecyebgEfM5q,302,141924.7,89506.43,302
HumidiFi,pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,5314,208878.48,80883.78,5314
HumidiFi,parafiUS6h6oLhCFwhjvEmQJKw8pF1iXsxMJdTq46dS,359,163476.2,109150.45,359
HumidiFi,parayLyZvwnGjDT2pGqrVn8UDxmNcdNQCE8uPRWMeRz,374,132243.41,106164.29,374
HumidiFi,peNgUgnzs1jGogUPW8SThXMvzNpzKSNf3om78xVPAYx,501,181572.17,99614.88,501
HumidiFi,phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2,957,125910.71,107654.36,957
HumidiFi,pineXRUnbaLNFMxaM3zBmFfTiKgQMGqT9jYHXZWq2Fw,158,171199.89,128341.03,158
HumidiFi,pitMDEaMmWmr7qP8HsNqarPQkd3jhZbLJibhhQnL5RG,524,156301.12,125869.65,524
HumidiFi,pitch9cMruwjDtAnisNS4mwZUPhMsBztNEGu2weMg55,294,142645.24,100351.5,294
HumidiFi,popscoyTKVksa4TyTXw488b3vvFxM7qQEyTBeMQopKu,570,143534.44,102403.69,570
HumidiFi,ppppoqHcHVzigV6SK4856BAsNxhTAi32hqQQWrziyHE,341,127321.02,68237.25,341
HumidiFi,privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM,7249,152746.02,104457.47,7249
HumidiFi,prt1st4RSxAt32ams4zsXCe1kavzmKeoR7eh1sdYRXW,49,226515.8,119141.23,49
HumidiFi,puffinQSvKFriPbyE5atyx1ptfnyytovbzxybr1jsyy,1498,190619.5,103594.26,1498
HumidiFi,q1yPXLsYcJhzxhUYLewFDjYmsBh2gDFnYqrZ9VPshrk,396,132233.25,109914.6,396
HumidiFi,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,49548,148242.91,106164.9,49548
HumidiFi,qZMH9GWnnBkx7aM1h98iKSv2Lz5N78nwNSocAxDQrbP,1292,154272.64,102841.22,1292
HumidiFi,radM7PKUpZwJ9bYPAJ7V8FXHeUmH1zim6iaXUKkftP9,825,140399.5,109361.77,825
HumidiFi,rapXHroUoGG3KvZ3qwjvGMdA7siWXwXpiNC1bYarvSC,290,165401.96,93606.96,290
HumidiFi,revtecFsGSRCdF29atQvchSXrjwBesA9vSisD4fyH5K,502,125620.3,132231.06,502
HumidiFi,rsbp8zMHbGCpLoRktmsjspYv77VcjxAzH1KxPCD9BiU,1170,163303.39,89640.82,1170
HumidiFi,rssaJ2iKcE9QWsFYRZr8Q66TQh5bRk9DxYrzxGMzWQr,392,138718.23,114382.98,392
HumidiFi,rubyWZkfnjG716rx69n2oCAhevVZaMRQunir9VQcY2E,6213,223942.49,84196.29,6213
HumidiFi,sCANXAaS1a7yB8jz3USvGNLfd8DSc9r7TNzNSKKPkfY,192,123524.88,119155.65,192
HumidiFi,sTEAKPk59EtPPbixCweyv6oRLNCDEE8pnnef6gUfbiW,1430,152425.77,111655.91,1430
HumidiFi,sTEVErNNwF2qPnV6DuNPkWpEyCt4UU6k2Y3Hyn7WUFu,308,172461.2,94057.55,308
HumidiFi,sTepQGoReJq2tBKStL19DT6nnGHcGiAvFjyYaokLyuM,2789,141052.53,104787.16,2789
HumidiFi,sZAqxCSN5kkVfG2s65Bje4jzCkD2aLyk21qU95PMf2Y,229,157241.09,96166.78,229
HumidiFi,sbidYi7fbif6qNsMpwBKvyF5DKcLCbjaegpADsKqNux,1236,157378.56,112522.27,1236
HumidiFi,scb1Z7du8NVSaHFXsafSjRdXr6xBjWR3iugikL739Y1,239,117819.1,97900.35,239
HumidiFi,scb2TYPmwHgKxXJaJNq6gHKwYkVyLKx58hz9RbCKZZR,406,162303.5,110055.15,406
HumidiFi,sce1oTWYVXv7a7Hy2skxREozs5nwkQ4wDT8XJSi5tgE,216,115535.88,105343.43,216
HumidiFi,sce2zXNjLpPMcSCATTrLiQhAAvHNNMKypTFVtg2H37U,226,117106.62,95744.0,226
HumidiFi,sce3TfT81rxYYcdbP1kBFMcTK3ZBc8hvHVeXD6WLSzE,393,156779.06,104113.14,393
HumidiFi,scs1NCSTafrUX6RBx113B9YDCepo1QdEzU8WwEkf25i,254,154190.61,95580.69,254
HumidiFi,scs2Ra91pMbvqFAP7uitrN5U25SoyBTqZgBbhpVMJko,231,154997.34,102262.28,231
HumidiFi,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,20320,150309.18,104962.95,20320
HumidiFi,simpRo1FrQYGa1moicfgnPDp6KyE38d4gYrZzhjXYJb,1083,163299.23,111825.89,1083
HumidiFi,soLStaCk5TiGCpeLKa9Fvv6f5JQGMa6S3uhLh826e9N,1250,158085.46,99812.32,1250
HumidiFi,spcti6GQVvinbtHU9UAkbXhjTcBJaba1NVx4tmK4M5F,1562,152076.42,111068.15,1562
HumidiFi,spur5CDwBvTZszvy1ozGjRc1x2TuDWo3VF4jrq7zgvD,487,155186.33,106553.71,487
HumidiFi,stacheBmGG5zMKuetUevAbc4m4dLbve1VPcpSur3voH,469,140930.4,99455.7,469
HumidiFi,svsD6T44XJnuXQWB15sy1pBxxruzrFy8rR7gXy8Jsj3,114,132761.77,98066.29,114
HumidiFi,t23p8aBQN6P6tziMuN5XPmzqVRrip9oes7KuQwSmate,2717,148144.77,97020.92,2717
HumidiFi,te1ee9rGf369wxYQkuxkvuvMuTJ9cksgZySmNUF8rNY,345,213858.12,98480.5,345
HumidiFi,tkmaiSoZ3F8MofkQBVWG6JYSCzyN6ioe7ReYXohx3WJ,91,200951.3,108130.65,91
HumidiFi,uEhHSnCXvWgtgvVaYscPHjG13G3peMmngQQ2ghC54i3,917,128159.92,110574.32,917
HumidiFi,uxqVAFQfox97HazsPtkKiwhypQH6jEGXkQBHDtXshrk,348,105007.04,87872.1,348
HumidiFi,vALigXFg9wnnhVHN16vNxHxXtAXiBv5QjAE6udoniBY,1986,150887.2,106414.78,1986
HumidiFi,vahMVcSS3v6uwyFormV7FDAUbQSHwmy6vUedp1P7L42,473,138115.22,110750.54,473
HumidiFi,vaoJKVZYPAsqc52T2nNQhABR1gU6Cy2koDKfCQaEiva,389,156677.23,101625.64,389
HumidiFi,vnd1Ps8w3fsi54qUMJxBhUWARES34Qw7JQXDZxvbysd,413,139645.77,106269.21,413
HumidiFi,vu1sGn2f1Xim6voHNLt4nLn38zNkYdLasU7hEr1TC2D,4299,146167.32,101133.11,4299
HumidiFi,vvvvbtDs9HsdsE6NskZMnb1RA6muoud1ChQuiF9QhSM,1184,163928.36,143186.07,1184
HumidiFi,w3iDxC22CnKLUcST77cp5ZPGbEjXGrp5gvgtEPNNMaA,692,153928.66,96461.36,692
HumidiFi,wetkjRRRDrSPAzHqfVHtFDbhNnejKm5UPfkHeccFCpo,1127,144641.32,98652.02,1127
HumidiFi,wifwUaAXgGXixi757cinR8RhAzNuuyKg8hh7mkCDPEc,555,93959.31,88033.03,555
HumidiFi,xLabscif2DLnYg39rQThqi7A9E45L9qiysRZhmZ1ARE,75,151077.56,91602.04,75
HumidiFi,yJeahQNRHNWtL9Z1SqPX3SBwTYXr5ECMYYVK4uYVwxt,950,149744.42,106445.13,950
HumidiFi,zeroT6PTAEjipvZuACTh1mbGCqTHgA6i1ped9DcuidX,1481,155357.31,102854.13,1481
SolFi,11AMA4mnNbsrPQeuoNN7uiZVJZtqEzQHrTfa5vnbcjk,21,193079.71,71407.42,21
SolFi,12i8gndWWWMTRzJBFhnYkobNgZB3XMUUJq75HeUrshrk,4,157441.75,90525.02,4
SolFi,13DmVBcyrSdsSsLWaKH9x1dwxDf48Wu5wprwxMmLshrk,7,126435.71,52851.11,7
SolFi,1KXvrkPXwkGF6NK1zyzVuJqbXfpenPVPP6hoiK9bsK3,61,145794.15,106168.84,61
SolFi,1Link6hB1NpkCwJt3ZtpQKZszKauhEcKgiWjaU8PRDG,7,85881.57,104550.99,7
SolFi,1i1yPyh843bTfi5qPgqozTbDcEX65rUNEFcUT2KAs2i,35,191213.03,86679.6,35
SolFi,1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY,67,149295.28,112471.08,67
SolFi,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,675,142768.62,104786.94,675
SolFi,23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,103,169613.39,121976.67,103
SolFi,23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,30,132584.67,105926.14,30
SolFi,2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,57,108833.14,87030.87,57
SolFi,2D2v7sMqDuq2ekZnFhaQm4k2ErWHemZQuYf5qaVTPFmg,3,199837.67,84432.86,3
SolFi,2E2JPuFhjkQvEJEeNGqVSwGLJa5GoFqabQTutGjg1bzw,27,134723.81,101978.69,27
SolFi,2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,19,143740.0,80221.49,19
SolFi,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,813,148299.4,115234.78,813
SolFi,2Le6TjeEescF87qDA8Ftdz6U8Kq6SNVwoLJLhzBCHUr5,17,163804.76,113372.12,17
SolFi,2Mob8FJkb8chZY5pTBMpKfLwgZAQHE5i9jAC5zbASitD,70,151868.96,107914.02,70
SolFi,2N7v8pDKDYhtBUJBQUgxvysUjgM9s4ULPCmeEiPWTf6Z,56,178918.88,107944.77,56
SolFi,2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL,37,173810.41,100486.84,37
SolFi,2Rv9npqdWE1mLPsT1r2obn3xtKmA5afkxt8GsWeLnKoc,29,161744.93,106911.17,29
SolFi,2UBhtRuyr9nvWsUnrbWrvJiYWEU8TVBD4PLYQJKiRa9H,9,158679.11,123511.76,9
SolFi,2Ue9zGmDnvYRrJNEjuAdNkbbickw6fKWtbeNM7T2rakg,5,123922.4,118711.82,5
SolFi,2VKu11f8zc3huqDQUN6WJTFpX32PgHpXXjf72P6YvYMd,26,133567.04,121786.02,26
SolFi,2Wf9V9rPeVRUTfmWdPedCJuWVr6MFfyLuigEq42DuMDc,65,138730.8,105024.34,65
SolFi,2X7WoaXX9KPqNrNfvguhnwo3rjFPNsfw2t75fGjWRthz,12,177743.25,118118.82,12
SolFi,2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,83,145938.92,108465.65,83
SolFi,2abwQG3v2xRemFxRszVHSfnjJNe9zu5X8duKgxjyLeaK,9,154979.22,133410.15,9
SolFi,2bpfa8JbFfZUGUsedDsemu6vQUxbhcEM8ALSH3PgXd2d,6,170868.0,187176.52,6
SolFi,2dfgsiSaZ51QYPsECMYMG247PXxyKdwkV9wTHoQb8YEC,90,171895.43,98214.19,90
SolFi,2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,37,101958.16,106740.04,37
SolFi,2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,46,130454.43,116019.72,46
SolFi,2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B,12,158934.75,110548.26,12
SolFi,2jS8AX38m8F9C5juToW1FmTufEbb1DfDzZJj9HSJcWwo,31,173599.74,123783.17,31
SolFi,2kVZVTY8FMRZ3WuHzyqNz8qd4Ytbba9f9DaesUm5WLvR,4,125384.5,127880.76,4
