amm_oracle,validator,transaction_count,mean_latency_us,std_latency_us,pool_trades
BisonFi,8aPHvzVV91jZF948tykkoF6WfgLHppNfG8Z3V4gCrDix,48,157522.83,109473.36,48
BisonFi,8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw,46,158404.04,109610.54,46
BisonFi,8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK,39,165216.28,110733.0,39
BisonFi,8cnksBVjDPspn3AvmxJd8JKUdh4uWDDXzDemPmDctaHi,47,159160.43,109548.14,47
BisonFi,8cqck84coxk8TGXYBD95QosKCEA6fKwXLevcEv3oGmu8,96,148855.72,105610.31,96
BisonFi,8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,71,155574.8,102033.19,71
BisonFi,8hAYbagNt7CMBooFfqVJhBgLqLffpjXTWJMk8yybjJsN,107,180028.52,111672.93,107
BisonFi,8j7RdaofeR9jaXWqYTubqooHpcajP7EfhWbR4UKUB4fF,5,248309.0,29924.79,5
BisonFi,8mhdbYU3PxALpTfDrdTYvk5obaGxL8ATQMvCLXW9SV2L,26,143697.38,110098.29,26
BisonFi,8n4pc4sCJtBeLfJdGyJn6EcZuhtfTiepRa9ExdJFdmEN,155,151697.91,106538.4,155
BisonFi,8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr,202,155257.08,109467.88,202
BisonFi,8pyp3vfVPRziYdAYEyqkwytdBbdVbQmHqfQAVDcRV3w,114,168656.32,106795.71,114
BisonFi,8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,502,144334.93,107817.02,502
BisonFi,8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,478,148903.68,107531.58,478
BisonFi,8uPW9msN75rfaKiwy8y8NxEX5zSk2WejtVv5YhZr3jCo,45,172419.89,111873.41,45
BisonFi,8vk6QpG93JSaQCSgnycBsv5qmfQBk4qC9FjNA35E5JhU,72,273570.9,222120.71,72
BisonFi,8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,67,156503.36,105323.2,67
BisonFi,91oPXTs2oq8VvJpQ5TnvXakFGnnJSpEB6HFWDtSctwMt,108,148856.45,101440.62,108
BisonFi,93Q99nhdKjuSe6WNXgMBbC3s8QVQEAoHKt91PNRkUkMn,57,151011.28,111448.96,57
BisonFi,96XWbKem84optM8RLHhc8EYJQG8CCWA8F6oqWMPHDweN,59,171508.24,113434.06,59
BisonFi,97jbhVBYcSmwGXjrx5PPWXucDsVBqwyoQ6rzP3B6eeMt,46,167370.76,107837.84,46
BisonFi,99rG5AhkVagxJ7y8NpMAmy1h1u9GhT3h1Cimu2X3cwaJ,18,138872.06,123979.06,18
BisonFi,9AW87WqARQonyJYhx1G25fKfvjURFYVmHs79z1NUXDPD,156,144748.84,108998.89,156
BisonFi,9D3o3EYeknhTrRvXS1PnD2euGXnMFa3HwpYBq5gPZJDA,18,155087.0,119519.29,18
BisonFi,9FXD1NXrK6xFU8i4gLAgjj2iMEWTqJhSuQN8tQuDfm2e,104,156499.92,101765.74,104
BisonFi,9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,116,145155.57,109052.81,116
BisonFi,9PRr9k87HjjdLMRkxtxygidjxVta9VQ1kAsqgLBWXKdQ,49,222695.29,134381.64,49
BisonFi,9T6SNsBimjCRJpkEjiVsc8AcxTBa1XVA7RjnBGGfWP23,70,151539.96,110181.42,70
BisonFi,9U4WqNGVywKt3gG9HSt9tGVXBDXJvgid6BVweRysaJmg,42,101900.05,103201.4,42
BisonFi,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,2073,149404.49,108964.91,2073
BisonFi,9USijQaAfSzw6gWbHNq68VVigmj3HvffDJYhbK4tfquB,8,136899.0,124658.87,8
BisonFi,9UbU7oaVXX6t7bMthxzzGPnWumFNxoWqUwX3qsrxb4pp,17,130763.0,111504.67,17
BisonFi,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,1619,153712.13,107996.57,1619
BisonFi,9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,107,156906.73,106358.68,107
BisonFi,9bkyxgYxRrysC1ijd6iByp9idn112CnYTw243fdH2Uvr,79,136345.14,106736.84,79
BisonFi,9dH6wfdJVgnDcbCUjT8rkmejAzTnGQaFarmLfvBYXANK,24,154696.67,142923.77,24
BisonFi,9gFxqsXbFyrKXUkqpAatonn47uYZ7sEZSnMxhzQoXrUJ,202,196554.23,112114.24,202
BisonFi,9hQqNe3DQTiwhspatewA8EXhz12e6sq5UJVJ2qNRwnTf,50,129455.14,109141.75,50
BisonFi,9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,224,143748.98,111680.44,224
BisonFi,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,2711,144361.31,107370.29,2711
BisonFi,9maF99FLLAMh5v5JKG1ZyRZVBVsT5VkZnAJzDvduCpJa,25,234460.92,131141.9,25
BisonFi,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,843,147761.09,110855.51,843
BisonFi,9pBHfuE19q7PRbupJf8CZAMwv6RHjasdyMN9U9du7Nx2,48,261286.23,102340.34,48
BisonFi,9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f,77,151377.77,112168.49,77
BisonFi,9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,35,155635.54,105032.21,35
BisonFi,9r2CsyjRTmTRtu8GFk5oJRSQr5YfSENxDkf3eox8iPLa,131,310894.53,67933.57,131
BisonFi,9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,2132,147169.74,109081.61,2132
BisonFi,9ueKvL3WiLM4mNUZrfWqPTYY2Np5YwzFTYvAiPibx1Zq,16,120274.19,106203.03,16
BisonFi,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,1525,153122.24,109044.28,1525
BisonFi,A23LfQn6khffj2hGhGfXr6P52W2pxrVcCaHVQLYQgiX2,63,151435.25,106111.36,63
BisonFi,A4hyMd3FyvUJSRafDUSwtLLaQcxRP4r1BRC9w2AJ1to2,161,146341.99,103060.26,161
BisonFi,A79u1awz7CqnxmNYEVtzWwSzup3eKPNW6w2Jrd56oZ3y,33,162347.45,99073.43,33
BisonFi,A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,539,147482.27,109321.29,539
BisonFi,ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY,117,152525.63,105233.16,117
BisonFi,ABREU5YkQcfpDZymoQ97iGUgQcfgjctWUUxEMfumiPdV,8,117809.0,99943.58,8
BisonFi,ACTGYsH7bHbaSP7z9N86oLPHBThAELbGfTboc1VoFeZz,34,498112.53,322845.92,34
BisonFi,ACvL73V4GNnxPVfZ7K89jCrYurLyzpEuE9qirjvh2Xmi,207,183253.96,131167.14,207
BisonFi,ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,64,160554.33,106228.82,64
BisonFi,AEAJtnjjB19XFreJH21UP8rfd12f9kxMmngwZG3tGXbP,106,137248.93,112519.07,106
BisonFi,AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD,968,149109.2,110642.85,968
BisonFi,ALPHA6rdHZkx1om79xp47vX1iZXcbM3qfEwLyttZ1T7R,88,152440.36,107086.91,88
BisonFi,ALp2GdA1eJV8vZHMHazCtTxNXe3BLUSco9LDASgjDs8R,54,139767.69,105158.17,54
BisonFi,AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,640,146095.55,115515.99,640
BisonFi,ANC1u9sY36q3mi2MyVhtz71un8yLgTsFBUuyLcSPzKsk,234,226993.22,64585.68,234
BisonFi,AWZhUiQjrjtxL8MEMWsCFbMausFQKkdTnDsFW2i411hN,9,208723.33,102706.17,9
BisonFi,AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,1034,142911.25,105324.63,1034
BisonFi,AYY1TCe347UZ7zueBmF4MyoFkeEZquRUNVBNoUZiRoew,42,149233.12,110594.88,42
BisonFi,AaapDdocMdZQaMAF1gXqKX2ixd7YYSxTpKHMcsbcF318,105,149161.92,102968.49,105
BisonFi,AccReGBNBdUCEJ7ZyP231jw7uVJ3eF9u4cLBFAyqQuWm,18,228155.5,62449.56,18
BisonFi,AdSHK6vpQnwHRSw7jXUwjMEytmhFwnynZSENhvpAxL1y,24,163262.88,113631.72,24
BisonFi,AfZTWYoFQbzqCMmUBTD7XwxFvjob1FVyCvkaXRryxtKc,35,160956.11,98692.77,35
BisonFi,AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,48,163471.54,113371.36,48
BisonFi,AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq,359,149604.79,109723.47,359
BisonFi,AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,338,114070.46,99514.63,338
BisonFi,AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP,21,101991.62,126487.79,21
BisonFi,AmhQFcGvH2hjkucP78rn6GMKSbstYwyFpCDVKZUwBGrG,32,118846.12,104667.57,32
BisonFi,AmjX7CerZbHrU814UeBp2gJC7gANNG3KrP4c3RyD7TSD,69,312396.52,57126.64,69
BisonFi,AnKWYWA1zktynzWqPC5KQFYWrTEWNny2CAHbAVU9zSXT,16,140776.88,118984.48,16
BisonFi,AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,169,149214.34,103790.27,169
BisonFi,AqyRvpjjSN6jWYPxijoJwhmKwJFk6fRYDh9fQZHcJ2o7,156,155218.9,106963.36,156
BisonFi,ArMBx6veRq33ffEP9sxHafiPRgrtzww4XvbwZbSMfXiM,104,153694.98,111451.02,104
BisonFi,As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am,27,118935.7,105393.07,27
BisonFi,AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr,153,149804.5,111002.93,153
BisonFi,Atom7LRkdXj6MBoWJPgjaetrCMrgB9nnkQBYXTWE8Z3S,23,128559.78,99379.85,23
BisonFi,Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,65,131710.69,105842.34,65
BisonFi,AvNsK6uxBBwejyPe7tZqgX4onaCnXTqKQvKRaTe9Ekya,28,112696.68,94884.76,28
BisonFi,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,1247,151085.0,107753.79,1247
BisonFi,AwcMVMvmT1aCETVYV42WE1cSMCyNp4vZqVjLsvs6dM4o,115,150756.1,107487.05,115
BisonFi,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,2646,145850.08,105765.57,2646
BisonFi,B4dn3WWS95M4qNXaR5NTdkNzhzvTZVqC13E3eLrWhXLa,17,155778.76,113593.58,17
BisonFi,B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,22,118846.5,106161.66,22
BisonFi,BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,55,176351.55,137054.2,55
BisonFi,BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,104,171741.15,110191.09,104
BisonFi,BFMufPp4wW276nFzB7FVHgtY8FTahzn53kxxJaNpPGu6,77,164811.42,109710.32,77
BisonFi,BJvrWSfonXnS2Km8iA9KLY6D6vS3GcsaUwUNPFBumTca,49,140647.35,99241.94,49
BisonFi,BLUEHGDihXD9CqqC5XFSQzDC3aS5jASohb2BAsXaJokR,74,150956.97,109471.78,74
BisonFi,BM2vE2QqkB9fGtC34WPtM8drbgta13SBkhRq6dRG9J4J,8,149964.0,106759.31,8
BisonFi,BNtHBLo1L2vAG7PBQ6mJvWz7GqVPxBnioXsY2Gjtubrg,110,147041.02,107022.6,110
BisonFi,BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT,57,174209.63,146927.47,57
BisonFi,BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,149,141975.95,109945.69,149
BisonFi,BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,25,141470.28,109774.46,25
BisonFi,BSMe78Jk1BfeJDdHQj1aXVjrT2aMAYidyNAGQsTshrk,24,113666.67,97928.42,24
BisonFi,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,1190,141908.68,107855.37,1190
BisonFi,BULKzVM41WAyQZfL34vxqdsYwEYH9mJAJyzRS4xraf8b,118,138322.47,105913.56,118
BisonFi,BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,919,152354.25,110357.59,919
BisonFi,BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,431,148309.16,111146.49,431
BisonFi,BaDhUB1eWfunwD21Tu3WywyYQ9wZx5hS9WXeHHNGZUPy,36,159683.39,114051.97,36
BisonFi,BeRtYZnaaZLFwYQRPaZcxuuHBmyFBSGP32C8Ls5xnrZP,31,170067.74,111053.39,31
BisonFi,BeSovDCzhEAfgwDyXBuhmCFKsu5WQ3PaX61GEfteNzXM,99,143794.06,108926.35,99
BisonFi,BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb,277,140261.71,104936.31,277
BisonFi,BfgMdL4FaNHp5zZpD7WMYG5sZUrCWQPEjXDwWS7M5q3F,274,529413.91,166365.21,274
BisonFi,Bi9kKNxfW2XqgCmLcuhHt6A3x55GuAGmrVZxRHLyVoQ4,65,133254.42,167387.91,65
BisonFi,BiGcsiuFCLuiTzXoQgfLdge9sfpwr55YzdT8Kp7bCXmS,171,103331.37,79875.71,171
BisonFi,BiU1DNow77wGwSXW1bLmkcQe2cuySpkbz7xtbitD9Fmk,34,180400.5,122866.88,34
BisonFi,BirdeyeK5yooepHNNgaW2bGGDD2jmib4oSRFTHyELbZ1,56,132899.48,110602.32,56
BisonFi,BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh,82,138035.77,105043.42,82
BisonFi,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,1891,151119.33,108562.12,1891
BisonFi,BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as,133,136283.45,104572.99,133
BisonFi,Bs19Z9SokV1s46jutN9tqqaCgYf1GsVyyytVfkzwn9qK,73,149073.36,106058.24,73
BisonFi,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,1682,151061.52,108567.13,1682
BisonFi,BuoZ7q6faiJNTN24r7Kcj8dp96axs5XPEKXmWGsh2pDE,71,354601.28,54653.25,71
BisonFi,BxkAkLR2W3agWtjMXBNvhxmB8vsn7zhjNQcyfost99KY,73,148535.14,103697.09,73
BisonFi,By8MseMKtZQQaQjMHJiyetmc5AC8RZZv8C2ss33ktrHt,81,137382.8,110252.01,81
BisonFi,ByszyWdqC3rVMWy8f6jwK5cmwkpwYdwsr7UL58xS5vnm,88,139833.25,108969.32,88
BisonFi,C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,602,126389.86,99770.27,602
BisonFi,C4bgengueVA9cRcprjutgu9XgvgoaaFnCqvpZaPy27xx,23,146447.87,107711.36,23
BisonFi,CARBN9PY1Qej1aCg4885pfoYH8EHfjWuMy59pVa48ky,8,177926.38,120464.38,8
BisonFi,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,2496,145359.86,109238.96,2496
BisonFi,CBUGET5PnvLc3HvEeFYj64iTvdKhYV6pujTPDdDh785K,33,123485.48,104732.45,33
BisonFi,CEL22Qx7p85qY6gmhCZaYJrrnynJitkVRMQo6qZdT8Ns,91,149662.51,108255.32,91
BisonFi,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,902,185633.76,118558.96,902
BisonFi,CLsFr1KZVbAyz16iFpwg2e4hiekR1unpwyxfNdjBMaoE,112,242589.44,54148.23,112
BisonFi,CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,548,148123.14,106089.13,548
BisonFi,CPcDFHCAKkr5Kp9T5aQWJhXV5J6iFj141NMQ87L6poPL,110,154320.14,99184.67,110
BisonFi,CRNyGD7xNPThLjNviGdxoAiHpQXZKx3UeyCfrxnmTi8r,18,138659.0,116943.93,18
BisonFi,CTDGxTK789ZvhgyHZHtSnxTtysbyY1mrywXEJiYYqXxC,105,155728.81,110424.22,105
BisonFi,CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y,44,159899.73,103453.07,44
BisonFi,CVRr5oHCAAooVbYze7CvXtRp4FUtkMCSqBZU7MVu8v8e,80,131564.81,106635.91,80
BisonFi,CVgwMrWo9chKEuEPCe6Za9KJe8jamnAcoeWzaMeNubr6,16,129237.19,115121.66,16
BisonFi,CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm,169,202723.02,69871.51,169
BisonFi,CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,1098,322086.3,73741.03,1098
BisonFi,CXPeim1wQMkcTvEHx9QdhgKREYYJD8bnaCCqPRwJ1to1,440,140528.57,106714.29,440
BisonFi,CZanBzZHFzrGY5qKzaX3CNhJ5smHEMTWFFnoeUi4J6dr,37,168676.73,108991.72,37
BisonFi,CaveyttUBTKttncu1e4RF814XjuoGfYv8cEsiKGDNCPX,392,186098.25,97615.85,392
BisonFi,Certusm1sa411sMpV9FPqU5dXAYhmmhygvxJ23S6hJ24,88,236709.17,185393.08,88
BisonFi,CfgRXmp1LEYr97EaT2RyoL2cSvtWgJh52Bes89RxVSoW,711,156085.77,105403.94,711
BisonFi,ChaossRPGKnsVhX1GfPC78yq5Sqju4cMThcAsKZNz5d6,32,136052.5,109533.2,32
BisonFi,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,2237,211596.47,143412.13,2237
BisonFi,CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB,77,165045.38,128376.31,77
BisonFi,CjmXSapt1ouz3CZzgkRJckBEwMSo5fVdVrizLeRscwYD,62,217165.9,94492.43,62
BisonFi,CkCMabrc3HgBgDkeKPXkbWuQpUuSqW7zs1Mg3HFArx61,110,175546.03,106448.65,110
BisonFi,CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,770,148474.72,109597.07,770
BisonFi,Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA,168,165800.27,137779.98,168
BisonFi,CpNnGGhgVATJAbzHUXdrcGfpPiGuZyPka4QUmH7YgavX,15,200580.47,121271.72,15
BisonFi,CpgSfd6QUoBw1267rTtJoZhELqC5q7isKLojBifSbNEE,80,146047.15,100859.23,80
BisonFi,CpuDNi3iVoHXbaT8gHpzKe6rqeBasoYjEKi21q7NRVJS,44,167295.11,110357.48,44
BisonFi,Crg1X8FftV44NmwfFvgREjanBQmyyS7NEu6duLU7Cyy6,114,153397.04,107098.61,114
BisonFi,CtvdyHYt8cMuGVHFarV2RADfoCdnrbd8e9jAsB225uMW,69,141771.62,106728.58,69
BisonFi,CtzN7ysR5rX69qd168Aosbuc83mPozhi81bEHbG7ecNP,19,145324.11,107152.97,19
BisonFi,Cu9Ls6dsTL6cxFHZdStHwVSh1uy2ynXz8qPJMS5FRq86,129,149126.69,110346.65,129
BisonFi,CwhdMezLucz7bcuWzStpLXgrzKGC2tBBiaVmJZjfprRN,49,151694.47,119258.36,49
BisonFi,CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,573,144115.06,108113.6,573
BisonFi,D1A4F2yh38JLQExKjDiCi4G2tCMwj93c3sikseSSePKe,53,148079.77,110027.01,53
BisonFi,D1Vbgkrhp1TmLGhfUD1urRMx5Ntz9AqQpgdX8DR8QMC1,35,187340.43,74782.01,35
BisonFi,D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,114,158232.54,110458.21,114
BisonFi,D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz,125,146432.91,106907.88,125
BisonFi,D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG,122,143676.43,106707.93,122
BisonFi,D8kuk3qEiVBGwYkuMGKfBDwuRi6jjRkzjAZg45fdaRLx,40,164783.3,113467.83,40
BisonFi,D8xKNftHzFcCekENuTEcFC1eoL9y8wNHEg4Q5z57KK4e,77,153906.49,110409.88,77
BisonFi,DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA,336,144692.6,106941.47,336
BisonFi,DCKyEmMENQMtLXgbmUoHRmgP9XdJ9HsR5WxrKnSDCzKA,39,156605.38,102157.31,39
BisonFi,DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv,71,147637.48,102655.32,71
BisonFi,DDnAqxJVFo2GVTujibHt5cjevHMSE9bo8HJaydHoshdp,82,148959.73,105938.56,82
BisonFi,DEU4agzdUCA5oZ1QSLxCyZb1smvdu5j1NXXsK2r823Uu,15,145158.33,111498.72,15
BisonFi,DEgenZMznWXvg5YHaZM75arVTauV453SeXX1UrxcGNup,23,132864.74,100140.81,23
BisonFi,DKSy9mQn63487j7oXHxqmykLEYUA3akTHm1QNPgDLGN8,14,108384.86,129658.75,14
BisonFi,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,1530,151244.14,107399.8,1530
BisonFi,DP9iBgK9c7tJYb83KhxQMFNc1LXYu7nE7EhWpEzQnjmg,63,169033.57,109933.09,63
BisonFi,DRFh448Zz6AaHLJPZTgSw4fwv3eu776Db5RYEY4BqT7X,51,104160.31,69890.89,51
BisonFi,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,6475,145101.94,109663.36,6475
BisonFi,DSRVdh9PQaqAcFtMCbJhyD4yMD5H2EeHNzdbqWctRY4E,8,148965.75,123279.01,8
BisonFi,DTELykegBxxEn9c15GbH1zbYFr9CFd8VHQnhTGfz5JLb,25,132466.64,115531.22,25
BisonFi,DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,904,328651.47,72889.89,904
BisonFi,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,1217,152641.17,108927.05,1217
BisonFi,DViARWAWKkxAzp4UCgbw5B9pLSrBY3PaztFErcwgVUKX,72,123311.21,97565.0,72
BisonFi,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,1570,187896.16,118267.41,1570
BisonFi,DZKTNGR3r4Akj3G42ReZatKhkmgEXoZjk5Ed2tFwRyqm,48,155877.85,108656.27,48
BisonFi,DZVqmD4QqSWM2gUyEXdQhvt4u3NZtCRxdsn2n2nNiBRL,477,239942.71,63298.53,477
BisonFi,DZVySotZvrvJyVAcgjFtUDm93zoCaq9wBruMAUz83CWW,240,211556.96,208785.61,240
BisonFi,DZv25oNCWFvGXu9tH63BiAXvG94syweGZhbvdN3HxDxT,521,105091.55,80747.91,521
BisonFi,DeXsDvvZzKhVux4YfDFE6p4acJLGzr8yKt5pSTjzZB8t,105,223975.89,109512.47,105
BisonFi,DeepM3FDWaAb7o53rvyZk5YvHLG3FvDiVXJLRY78z51p,47,156096.81,113640.15,47
BisonFi,DiFeTctQSaNczJNmZ5121kYqLaBe9wDpM9sjCzTELJLE,47,129378.26,108188.89,47
BisonFi,Diman2GphWLwECE3swjrAEAJniezpYLxK1edUydiDZau,226,152884.62,122353.53,226
BisonFi,DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL,46,141337.85,101636.69,46
BisonFi,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,933,165606.46,123621.44,933
BisonFi,DtY5Bzxd75iWQRvKwM2xLUxqwLT1RRoeNwmVvgS2JANA,18,143475.72,139699.88,18
BisonFi,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,2397,307954.71,66250.31,2397
BisonFi,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,2224,147364.92,107733.47,2224
BisonFi,E4xNK4UwGnMtkdiUPyx13i6NkFDdW9Gw9NFGY93wEdGZ,8,117129.38,119224.34,8
BisonFi,E99w1XfS4UNM1xUKXWEuDmj8Mduy7u65jm2NCULTspSV,63,139968.98,106469.91,63
BisonFi,E9hD3ikumJx1GVswDjnpCt6Uu4WG5mz1PDWCqdE5uhmo,64,185610.08,97709.23,64
BisonFi,EATpCzQNs8BzZh1mx1hXMAJm3o1MLXakTXr4UEmcsY7f,8,121439.88,93862.75,8
BisonFi,EAW9vxqogvdPNapq7QTDpiVTHK6o7begUhPVnf854VTc,20,147487.1,107769.16,20
BisonFi,EBk678aQvc3cUkfGyoehfw21JQfJXjmWuBeopYc89RSV,32,162854.12,110915.06,32
BisonFi,EBoKqyT2kCabcHXgpF7ScwrHgGUsR821xkTJsHtP2JJi,85,137884.81,105054.08,85
BisonFi,ECNnK4VjcKTsABiw8FAp3JCE6tCmYyrEJthYVyMazmxi,30,203229.17,189399.1,30
BisonFi,ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU,47,229673.57,85108.45,47
BisonFi,ECeaWy82CxpeJQr3EG3XNmYXc9NrVeWDH5ag9Lt6TPVR,1,121158.0,,1
BisonFi,ELE1xBTfmHB7vuhSH94q23r6j3tuvTXYTqgm1u4uzMLk,43,192825.09,98736.51,43
BisonFi,EN5F2BU5juUEWr9zRNNqKuQMi9zBUY1YLPHV5EyMrvnW,60,153656.08,117779.2,60
BisonFi,EPFZFVrXuveEQar9LaEkt5kDRPMnbvK54qu5FwCxpkcy,27,146897.37,114664.22,27
BisonFi,EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W,61,155889.44,104097.26,61
BisonFi,ES1M3tMZ4rMTJ3apE75cHfeGWizDTrMMXy2zKtWkd38R,46,140782.54,105431.48,46
BisonFi,ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,27,130594.59,117807.38,27
BisonFi,ETuPS3kRfLufz5VSYN2ZrePoEVSZSpgVPKz3MUZpYe3x,95,180208.75,115436.76,95
BisonFi,EUDis6LJeJzDHTEBgfHGQyjHp63XZkGkx4E69xunC2Ej,55,138739.13,103033.59,55
BisonFi,EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,323,153762.69,103970.6,323
BisonFi,EWARp8Syq8cTWGWHtP5LT9fKAn5GvXfSCH8LfAwpgQ6m,56,140028.75,107276.85,56
BisonFi,EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,487,317322.31,85474.67,487
BisonFi,EZHZcXFpiiooHDJymKPro6gSVBqz6JfRwDAnSHUwkXRV,9,115642.56,108133.41,9
BisonFi,Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv,76,183558.41,109256.02,76
