signer,total_trades,trades_per_hour,aggregator_likelihood,late_slot_ratio,oracle_backrun_ratio,high_bytes_ratio,cluster_ratio,mev_score,wash_trading_score,classification,binary_label,validators,total_validators,pools,total_pools,sandwich_complete,front_running,back_running,total_attacks,cost_sol,profit_sol,net_profit_sol
BRQ5QHUn2J3trwvxbxzVGBjvRMDzbVi3CEnfEp4XGCY5,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,1,"SolFiV2,HumidiFi",2,1,0,2,3,0.002,0.014,0.012
AW48B4NA7dG2KutE6SEjEfQ9W24uc1K1e2Zrfejz5KJp,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,1,HumidiFi,1,1,0,2,3,0.002,0.014,0.012
9DQsDZ8jj48cf5Mn1DfLh9QPpE8PFeJEV6oDeKGtHUbd,2,20.0,0.0,0.5,1.0,0.0,1.0,0.6499999999999999,26.66666666666667,LIKELY MEV BOT,1,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,1,"HumidiFi,SolFiV2",2,1,0,2,3,0.002,0.014,0.012
zKioT9egULZofaY7z2aVfCbzJ9BgAtgeRAEGrQNnJnk,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,1,"HumidiFi,SolFiV2",2,1,0,2,3,0.002,0.014,0.012
AFCCfUEse2ff5e9vMsftitFxf3CwyUMmmHTCMTsJsNpM,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,1,"TesseraV,HumidiFi",2,1,0,2,3,0.002,0.014,0.012
AvF1QQMbS1fQ4tBXJXTZJKeAUyVsiTQkWqTFVELwYAQf,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,5pZvwjSpGYCxpJeySwSbSAji7kZe4YntL7rQvXM3YcNT,1,"HumidiFi,SolFiV2",2,1,0,2,3,0.002,0.014,0.012
CpepjV5abJJEUSBRMtNXmUTcaCnz6MyYqcTMB9ZCjhmv,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,1,"SolFiV2,HumidiFi",2,1,0,2,3,0.002,0.014,0.012
57DVAu7hayCca1XcYjYjxepvkYWnytVGQbcG541A4jWx,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,1,"HumidiFi,GoonFi",2,1,0,2,3,0.002,0.014,0.012
9C6kMHURm8B4BvcMSuJ37PodmM8KWpS2uG1o9yxAzhvs,2,20.0,0.0,1.0,1.0,0.0,1.0,0.8,22.22222222222222,LIKELY MEV BOT,1,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,1,"SolFiV2,HumidiFi",2,1,1,2,4,0.0025,0.016,0.0135
3NqCMXkedP7WcgZAFqBcgXiu6zxrmJ1mwAGwYqyHuMvx,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,J6etcxDdYjPHrtyvDXrbCkx3q9W1UjMj1vy1jBFPJEbK,1,HumidiFi,1,1,0,2,3,0.002,0.014,0.012
